Grau;Área;Emitir;Código;Descrição
6;Ler literatura;Integração de conhecimento e ideias;RL.6.9;"Compare e contraste textos em diferentes formas ou gêneros (por exemplo, contos e poemas; romances históricos e histórias de fantasia) em termos de suas abordagens a temas e tópicos semelhantes."
6;Ler literatura;Alcance de leitura e nível de complexidade do texto;RL.6.10;Ler e compreender, de forma independente e competente, textos literários que representem uma variedade de gêneros, culturas e perspectivas e que apresentem complexidade, pelo menos até o sexto ano do ensino fundamental. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
6;Leitura de um texto informativo;Ideias e detalhes principais;RI.6.1;Cite evidências textuais para fundamentar sua análise do que um texto afirma explicitamente, bem como as inferências que você extrai do texto, citando ou parafraseando conforme apropriado. (Consulte o Padrão de Escrita do 6º Ano, nº 8, para obter mais informações sobre citações e paráfrases.)
6;Leitura de um texto informativo;Ideias e detalhes principais;RI.6.2;"Determine a(s) ideia(s) central(is) de um texto e como certos detalhes ajudam a transmiti-la(s); forneça um resumo do texto distinto de opiniões ou julgamentos pessoais."
6;Leitura de um texto informativo;Ideias e detalhes principais;RI.6.3;Analise detalhadamente como uma pessoa, evento ou ideia fundamental é apresentada, ilustrada e desenvolvida em um texto (por exemplo, por meio de exemplos ou anedotas).
6;Leitura de um texto informativo;Artesanato e estrutura;RI.6.4;"Determine o significado de palavras e frases conforme usadas em um texto, incluindo significados figurativos, conotativos e técnicos; explique como a escolha das palavras afeta o significado e o tom. (Consulte os Padrões de Língua Portuguesa do 6º ano, 4 a 6, sobre a aplicação do conhecimento de vocabulário à leitura.)"
6;Leitura de um texto informativo;Artesanato e estrutura;RI.6.5;Analise como uma determinada frase, parágrafo, capítulo, seção ou elemento textual (por exemplo, título) se encaixa na estrutura geral de um texto e contribui para o desenvolvimento das ideias.
6;Leitura de um texto informativo;Artesanato e estrutura;RI.6.6;Determine o ponto de vista ou propósito do autor em um texto e explique como ele é transmitido no texto.
6;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.6.7;Integrar informações apresentadas em diferentes mídias ou formatos (por exemplo, tabelas, gráficos, fotografias, vídeos ou mapas), bem como em palavras, para desenvolver uma compreensão coerente de um tópico ou questão.
6;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.6.8;Analisar e avaliar a argumentação e as afirmações específicas em um texto, distinguindo as afirmações que são apoiadas por razões e evidências daquelas que não o são.
6;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.6.9;Compare e contraste a apresentação dos eventos feita por um autor com a de outro (por exemplo, uma autobiografia escrita pela mesma pessoa e uma biografia sobre a mesma pessoa).
6;Leitura de um texto informativo;Alcance de leitura e nível de complexidade do texto;RI.6.10;Ler e compreender de forma independente e competente textos informativos, incluindo textos de história/estudos sociais, ciências, matemática e textos técnicos, que apresentem um nível de complexidade apropriado para pelo menos o sexto ano do ensino fundamental. (Consulte mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
6;Escrita;Tipos e finalidades dos textos;W.6.1;Redija argumentos (por exemplo, ensaios, cartas ao editor, discursos de defesa) para sustentar afirmações com razões claras e evidências relevantes.
6;Escrita;Tipos e finalidades dos textos;W.6.1.a;Apresente suas afirmações e organize seus argumentos e evidências de forma clara em parágrafos e seções.
6;Escrita;Tipos e finalidades dos textos;W.6.1.b;Fundamente suas afirmações com razões claras e evidências relevantes, utilizando fontes confiáveis e demonstrando compreensão do tema ou texto.
6;Escrita;Tipos e finalidades dos textos;W.6.1.c;Utilize palavras, frases e orações para esclarecer as relações entre as alegações e as motivações.
6;Escrita;Tipos e finalidades dos textos;W.6.1.d;Estabelecer e manter um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos).
6;Escrita;Tipos e finalidades dos textos;W.6.1.e;Apresente uma declaração ou seção final que decorra do argumento apresentado.
6;Escrita;Tipos e finalidades dos textos;W.6.2;Redija textos informativos/explicativos (por exemplo, ensaios, apresentações orais, artigos biográficos) para examinar um tópico e transmitir ideias, conceitos e informações por meio da seleção, organização e análise de conteúdo relevante.
6;Escrita;Tipos e finalidades dos textos;W.6.2.a;"Introduza um tópico; organize ideias, conceitos e informações em parágrafos e seções, utilizando estratégias como definição, classificação, comparação/contraste e causa/efeito; inclua formatação (por exemplo, títulos), gráficos (por exemplo, gráficos, tabelas) e multimídia quando forem úteis para facilitar a compreensão."
6;Escrita;Tipos e finalidades dos textos;W.6.2.b;Desenvolva o tema com fatos relevantes, definições, detalhes concretos, citações ou outras informações e exemplos.
6;Escrita;Tipos e finalidades dos textos;W.6.2.c;Utilize transições apropriadas para esclarecer as relações entre ideias e conceitos.
6;Escrita;Tipos e finalidades dos textos;W.6.2.d;Utilize linguagem precisa e vocabulário específico da área para informar ou explicar o tópico.
6;Escrita;Tipos e finalidades dos textos;W.6.2.e;Estabelecer e manter um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos).
6;Escrita;Tipos e finalidades dos textos;W.6.2.f;Apresente uma declaração ou seção final que seja derivada das informações ou explicações apresentadas.
6;Escrita;Tipos e finalidades dos textos;W.6.3;Escreva narrativas para desenvolver experiências ou eventos usando técnicas literárias eficazes, detalhes descritivos relevantes e sequências bem estruturadas.
6;Escrita;Tipos e finalidades dos textos;W.6.3.a;"Envolva e oriente o leitor, estabelecendo um contexto e apresentando um narrador e/ou personagens; organize uma sequência narrativa apropriada."
6;Escrita;Tipos e finalidades dos textos;W.6.3.b;Utilize técnicas narrativas, como diálogo, ritmo e descrição, para desenvolver experiências, eventos e/ou personagens.
6;Escrita;Tipos e finalidades dos textos;W.6.3.c;Utilize uma variedade de palavras, frases e orações de transição para transmitir sequências e sinalizar mudanças de um período de tempo ou cenário para outro.
6;Escrita;Tipos e finalidades dos textos;W.6.3.d;"Use palavras e frases precisas, detalhes descritivos relevantes, linguagem figurativa e sensorial, e técnicas como a personificação (por exemplo, ""a névoa chegou"") para transmitir experiências ou eventos."
6;Escrita;Tipos e finalidades dos textos;W.6.3.e;Apresente uma conclusão que decorra das experiências ou eventos narrados.
6;Escrita;Produção e distribuição de obras escritas;W.6.4;Produza textos claros e coerentes, cujo desenvolvimento, organização e estilo sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos Padrões de Escrita 1 a 3.)
6;Escrita;Produção e distribuição de obras escritas;W.6.5;Desenvolva e aprimore a escrita conforme necessário, por meio de planejamento, revisão, edição, reescrita ou experimentação de uma nova abordagem.
6;Escrita;Produção e distribuição de obras escritas;W.6.5.a;Demonstrar domínio das convenções da língua inglesa padrão (conforme descrito nos padrões de linguagem 1 a 3, até o 6º ano, inclusive).
6;Escrita;Produção e distribuição de obras escritas;W.6.5.b;Demonstrar a capacidade de selecionar vocabulário preciso (conforme descrito nos padrões de linguagem 4 a 6, até o 6º ano, inclusive).
6;Escrita;Produção e distribuição de obras escritas;W.6.6;"Utilizar a tecnologia, incluindo as plataformas web atuais, para produzir e publicar textos, bem como para interagir e colaborar com outras pessoas; demonstrar domínio suficiente das habilidades de digitação para digitar no mínimo três páginas em uma única sessão."
6;Escrita;Pesquisa para construir e apresentar conhecimento;W.6.7;Realizar projetos de pesquisa de curto e longo prazo para responder a uma pergunta, utilizando diversas fontes e redirecionando a pesquisa quando apropriado.
6;Escrita;Pesquisa para construir e apresentar conhecimento;W.6.8;"Ao realizar pesquisas, reúna informações relevantes de múltiplas fontes impressas e digitais; avalie a credibilidade de cada fonte; e cite ou parafraseie os dados e as conclusões de outros, evitando o plágio e fornecendo informações bibliográficas básicas para as fontes."
6;Escrita;Pesquisa para construir e apresentar conhecimento;W.6.9;Extrair evidências de textos literários ou informativos para fundamentar análises, interpretações, reflexões e pesquisas escritas, aplicando um ou mais padrões de leitura de literatura ou de textos informativos do sexto ano, conforme necessário.
6;Escrita;Intervalo de escrita;W.6.10;Escrever rotineiramente por períodos prolongados (tempo para pesquisar, refletir e revisar) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos específicos da disciplina.
6;Falar e ouvir;Compreensão e colaboração;SL.6.1;Participar ativamente de diversas discussões colaborativas (individualmente, em grupo e com a orientação do professor) com colegas de diferentes níveis sobre temas, textos e problemas do sexto ano, contribuindo com ideias alheias e expressando as suas próprias com clareza.
6;Falar e ouvir;Compreensão e colaboração;SL.6.1.a;"Participe das discussões preparado, tendo lido ou estudado o material necessário; utilize explicitamente essa preparação consultando evidências sobre o tópico, texto ou questão para explorar e refletir sobre as ideias em discussão. (Consulte o Padrão de Leitura de Literatura 1 do 6º ano e o Padrão de Leitura de Texto Informativo 1 para expectativas específicas sobre o uso de evidências textuais.)"
6;Falar e ouvir;Compreensão e colaboração;SL.6.1.b;Siga as regras para discussões entre colegas, estabeleça metas e prazos específicos e defina funções individuais conforme necessário.
6;Falar e ouvir;Compreensão e colaboração;SL.6.1.c;Formular e responder a perguntas específicas de forma detalhada e elaborada, fazendo comentários que contribuam para o tópico, texto ou questão em discussão.
6;Falar e ouvir;Compreensão e colaboração;SL.6.1.d;Analise as ideias principais expressas e demonstre compreensão de múltiplas perspectivas por meio de reflexão e paráfrase.
6;Falar e ouvir;Compreensão e colaboração;SL.6.2;Interpretar informações apresentadas em diversos meios e formatos (por exemplo, visualmente, quantitativamente, oralmente) e explicar como elas contribuem para um tópico, texto ou questão em estudo.
6;Falar e ouvir;Compreensão e colaboração;SL.6.3;Descreva o argumento e as afirmações específicas de um orador, distinguindo as afirmações que são apoiadas por razões e evidências daquelas que não o são.
6;Falar e ouvir;Apresentação de conhecimento e ideias;SL.6.4;"Apresente declarações e descobertas, sequenciando as ideias logicamente e usando descrições, fatos e detalhes relevantes para enfatizar as ideias ou temas principais; use vocabulário apropriado, contato visual, volume de voz e pronúncia. (Consulte os Padrões de Linguagem da 6ª Série, 4 a 6, para expectativas específicas de vocabulário.)"
6;Falar e ouvir;Apresentação de conhecimento e ideias;SL.6.5;Inclua componentes multimídia e recursos visuais nas apresentações para esclarecer as informações.
6;Falar e ouvir;Apresentação de conhecimento e ideias;SL.6.6;Adaptar a fala a diversos contextos e tarefas, demonstrando proficiência em inglês formal quando necessário ou apropriado. (Consulte os Padrões de Linguagem 1 e 3 do 6º ano para expectativas específicas.)
6;Linguagem;Convenções padrão do inglês;L.6.1;"Demonstrar domínio da gramática e das convenções de uso do inglês padrão na escrita e na fala; manter e aprimorar as habilidades linguísticas aprendidas nas séries anteriores. (Consulte o Padrão de Escrita 5 e o Padrão de Fala e Escuta 6 do 6º ano para fortalecer a escrita e as apresentações aplicando o conhecimento das convenções.)"
6;Linguagem;Convenções padrão do inglês;L.6.1.a;Estrutura, variedade e significado das frases: Utilize frases simples, compostas, complexas e compostas-complexas para comunicar ideias com clareza e adicionar variedade à sua escrita.
6;Linguagem;Convenções padrão do inglês;L.6.1.b;Estrutura, variedade e significado das frases: Explique a função de frases e orações em geral, como elas diferem entre si e como seu uso transmite um significado específico em uma frase falada ou escrita.
6;Linguagem;Convenções padrão do inglês;L.6.1.c;Estrutura, variedade e significado das frases: Posicionar ou reorganizar frases ou orações dentro de uma sentença, reconhecer e corrigir modificadores deslocados ou desconexos. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
6;Linguagem;Convenções padrão do inglês;L.6.2;Demonstre domínio das normas da língua inglesa, incluindo o uso de maiúsculas, pontuação e ortografia, ao escrever.
6;Linguagem;Convenções padrão do inglês;L.6.2.a;Use pontuação (vírgulas, parênteses, travessões) para distinguir itens não restritivos ou entre parênteses. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
6;Linguagem;Convenções padrão do inglês;L.6.2.b;Escreva corretamente, reconhecendo que algumas palavras têm variações comumente aceitas (por exemplo, donut/doughnut).
6;Linguagem;Habilidades linguísticas;L.6.3;Utilize seu conhecimento da língua e suas convenções ao escrever, falar, ler ou ouvir.
6;Linguagem;Habilidades linguísticas;L.6.3.a;Mantenha uma consistência adequada no estilo e no tom, variando a estrutura das frases de acordo com o significado e o interesse do público. [Essas habilidades provavelmente exigirão atenção contínua nos anos finais do ensino fundamental e no ensino médio, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
6;Linguagem;Habilidades linguísticas;L.6.3.b;Reconhecer variações do inglês padrão ou formal na escrita e na fala, determinar sua adequação ao propósito e ao público-alvo e fazer as alterações necessárias. [Essas habilidades provavelmente exigirão atenção contínua em cursos mais avançados, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
6;Linguagem;Aquisição e uso do vocabulário;L.6.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com o nível de leitura e o conteúdo do sexto ano, escolhendo com flexibilidade entre uma variedade de estratégias.
6;Linguagem;Aquisição e uso do vocabulário;L.6.4.a;"Utilize o contexto (por exemplo, o significado geral de uma frase ou parágrafo; a posição ou função de uma palavra em uma frase) como uma pista para o significado de uma palavra ou expressão."
6;Linguagem;Aquisição e uso do vocabulário;L.6.4.b;Use afixos e radicais gregos ou latinos comuns e adequados ao nível de escolaridade como pistas para o significado de uma palavra (por exemplo, audiência, auditivo, audível).
6;Linguagem;Aquisição e uso do vocabulário;L.6.4.c;Consulte materiais de referência (por exemplo, dicionários, glossários, tesauros), tanto impressos quanto digitais, para encontrar a pronúncia de uma palavra ou para determinar ou esclarecer seu significado preciso ou classe gramatical.
6;Linguagem;Aquisição e uso do vocabulário;L.6.4.d;Verificar a determinação preliminar do significado de uma palavra ou frase (por exemplo, verificando o significado inferido do contexto ou em um dicionário).
6;Linguagem;Aquisição e uso do vocabulário;L.6.5;Demonstrar compreensão da linguagem figurada, das relações entre as palavras e das nuances de significado das palavras.
6;Linguagem;Aquisição e uso do vocabulário;L.6.5.a;Interpretação de figuras de retórica (ex.: personificação) em contexto.
6;Linguagem;Aquisição e uso do vocabulário;L.6.5.b;Utilize a relação entre palavras específicas (por exemplo, causa/efeito, parte/todo, elemento/categoria) para melhor compreender cada uma delas.
6;Linguagem;Aquisição e uso do vocabulário;L.6.5.c;Diferencie as conotações (associações) de palavras com denotações (definições) semelhantes (por exemplo, avarento, econômico, econômico, generoso).
6;Linguagem;Aquisição e uso do vocabulário;L.6.6;"Adquirir e usar com precisão palavras e frases acadêmicas gerais e específicas da área, apropriadas para o seu nível de escolaridade; pesquisar palavras de forma independente e adquirir conhecimento de vocabulário. (Consulte o Padrão 4 de Leitura de Literatura do 6º ano e o Padrão 4 de Leitura Informativa do 6º ano para aplicar o conhecimento de vocabulário à leitura; consulte o Padrão 5 de Escrita do 6º ano e o Padrão 4 de Expressão Oral e Escuta do 6º ano para aprimorar a escrita e as apresentações aplicando o conhecimento de vocabulário.)"
7;Ler literatura;Ideias e detalhes principais;RL.7.1;Cite diversas evidências textuais para fundamentar sua análise do que um texto afirma explicitamente, bem como as inferências que você extrai dele, citando ou parafraseando conforme apropriado. (Consulte o Padrão de Escrita do 7º Ano, nº 8, para obter mais informações sobre citações e paráfrases.)
7;Ler literatura;Ideias e detalhes principais;RL.7.2;"Identificar o tema ou a ideia central de um texto e analisar seu desenvolvimento ao longo do mesmo; fornecer um resumo objetivo do texto."
7;Ler literatura;Ideias e detalhes principais;RL.7.3;Analise como elementos específicos de uma história, poema ou peça teatral interagem (por exemplo, como o cenário molda os personagens ou o enredo).
7;Ler literatura;Artesanato e estrutura;RL.7.4;"Determine o significado de palavras e frases conforme usadas em um texto, incluindo significados figurativos e conotativos; analise o impacto de escolhas vocabulares específicas no significado, tom ou atmosfera, incluindo o impacto do uso repetido de imagens específicas. (Consulte os Padrões de Linguagem da 7ª série, 4 a 6, sobre a aplicação do conhecimento de vocabulário à leitura.)"
7;Ler literatura;Artesanato e estrutura;RL.7.5;Analise como os aspectos da estrutura de uma obra literária contribuem para o seu significado ou estilo (por exemplo, o efeito da repetição em uma epopeia, um flashback em um romance ou um solilóquio em uma peça teatral).
7;Ler literatura;Artesanato e estrutura;RL.7.6;Analise como um autor desenvolve e contrasta os pontos de vista de diferentes personagens ou narradores em um texto.
7;Ler literatura;Integração de conhecimento e ideias;RL.7.7;Compare e contraste uma história escrita, peça teatral ou poema com sua versão em áudio, filmada, encenada ou multimídia.
7;Ler literatura;Integração de conhecimento e ideias;RL.7.8;(Não aplicável. Para expectativas em relação a temas em obras literárias, consulte o Padrão de Leitura Literária 2.)
7;Ler literatura;Integração de conhecimento e ideias;RL.7.9;Compare e contraste uma representação ficcional de uma época, lugar ou personagem com um relato histórico do mesmo período, como forma de compreender como os autores de ficção utilizam ou alteram a história.
7;Ler literatura;Alcance de leitura e nível de complexidade do texto;RL.7.10;Ler e compreender, de forma independente e competente, textos literários que representem uma variedade de gêneros, culturas e perspectivas e que apresentem complexidade, pelo menos até o sétimo ano do ensino fundamental. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
7;Leitura de um texto informativo;Ideias e detalhes principais;RI.7.1;Cite diversas evidências textuais para fundamentar sua análise do que um texto afirma explicitamente, bem como as inferências que você extrai dele, citando ou parafraseando conforme apropriado. (Consulte o Padrão de Escrita do 7º Ano, nº 8, para obter mais informações sobre citações e paráfrases.)
7;Leitura de um texto informativo;Ideias e detalhes principais;RI.7.2;"Identificar a(s) ideia(s) central(is) de um texto e analisar seu desenvolvimento ao longo do texto; fornecer um resumo objetivo do texto."
7;Leitura de um texto informativo;Ideias e detalhes principais;RI.7.3;Analise as interações entre indivíduos, eventos e ideias em um texto (por exemplo, como as ideias influenciam indivíduos ou eventos, ou como os indivíduos influenciam ideias ou eventos).
7;Leitura de um texto informativo;Artesanato e estrutura;RI.7.4;"Determinar o significado de palavras e frases usadas em um texto, incluindo significados figurativos, conotativos e técnicos; analisar o impacto de uma escolha específica de palavras no significado e no tom. (Consulte os Padrões de Linguagem 4 a 6 do 7º ano sobre a aplicação do conhecimento de vocabulário à leitura.)"
7;Leitura de um texto informativo;Artesanato e estrutura;RI.7.5;Analise a estrutura que um autor utiliza para organizar um texto, incluindo como as seções principais e os recursos textuais (por exemplo, títulos) contribuem para o todo e para o desenvolvimento das ideias.
7;Leitura de um texto informativo;Artesanato e estrutura;RI.7.6;Determine o ponto de vista ou propósito do autor em um texto e analise como o autor diferencia sua posição da de outros.
7;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.7.7;Compare e contraste um texto escrito com uma versão em áudio, vídeo ou multimídia, analisando a representação do tema em cada meio (por exemplo, como a apresentação de um discurso afeta o impacto das palavras).
7;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.7.8;Analise e avalie a argumentação e as afirmações específicas em um texto, verificando se o raciocínio é sólido e se as evidências são relevantes e suficientes para sustentar as afirmações.
7;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.7.9;Analise como dois ou mais autores que escrevem sobre o mesmo tema estruturam suas apresentações de informações essenciais, enfatizando diferentes evidências ou propondo diferentes interpretações dos fatos.
7;Leitura de um texto informativo;Alcance de leitura e nível de complexidade do texto;RI.7.10;Ler e compreender, de forma independente e competente, textos informativos, incluindo textos de história/estudos sociais, ciências, matemática e textos técnicos, em um nível de complexidade apropriado para, pelo menos, o sétimo ano do ensino fundamental. (Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
7;Escrita;Tipos e finalidades dos textos;W.7.1;Redija argumentos (por exemplo, ensaios, cartas ao editor, discursos de defesa) para sustentar afirmações com razões claras e evidências relevantes.
7;Escrita;Tipos e finalidades dos textos;W.7.1.a;Apresentar argumentos, reconhecer argumentos alternativos ou opostos e organizar razões e evidências de forma lógica em parágrafos e seções.
7;Escrita;Tipos e finalidades dos textos;W.7.1.b;Fundamente suas afirmações com raciocínio lógico e evidências relevantes, utilizando fontes precisas e confiáveis e demonstrando compreensão do tema ou texto.
7;Escrita;Tipos e finalidades dos textos;W.7.1.c;Utilize palavras, frases e orações para criar coesão e esclarecer as relações entre afirmações, razões e evidências.
7;Escrita;Tipos e finalidades dos textos;W.7.1.d;Estabelecer e manter um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos).
7;Escrita;Tipos e finalidades dos textos;W.7.1.e;Apresenta uma declaração ou seção conclusiva que decorre do argumento apresentado e o sustenta.
7;Escrita;Tipos e finalidades dos textos;W.7.2;Redija textos informativos/explicativos (por exemplo, ensaios, apresentações orais, artigos biográficos) para examinar um tópico e transmitir ideias, conceitos e informações por meio da seleção, organização e análise de conteúdo relevante.
7;Escrita;Tipos e finalidades dos textos;W.7.2.a;"Apresente um tópico de forma clara, antecipando o que virá a seguir; organize ideias, conceitos e informações em parágrafos e seções, utilizando estratégias como definição, classificação, comparação/contraste e causa/efeito; inclua recursos textuais (por exemplo, títulos), gráficos (por exemplo, gráficos, tabelas) e multimídia quando forem úteis para auxiliar na compreensão."
7;Escrita;Tipos e finalidades dos textos;W.7.2.b;Desenvolva o tema com fatos relevantes, definições, detalhes concretos, citações ou outras informações e exemplos.
7;Escrita;Tipos e finalidades dos textos;W.7.2.c;Utilize transições apropriadas para criar coesão e esclarecer as relações entre ideias e conceitos.
7;Escrita;Tipos e finalidades dos textos;W.7.2.d;Utilize linguagem precisa e vocabulário específico da área para informar ou explicar o tópico.
7;Escrita;Tipos e finalidades dos textos;W.7.2.e;Estabelecer e manter um estilo apropriado para o público e a finalidade (por exemplo, formal para textos acadêmicos).
7;Escrita;Tipos e finalidades dos textos;W.7.2.f;Apresente uma declaração ou seção final que derive das informações ou explicações apresentadas e as sustente.
7;Escrita;Tipos e finalidades dos textos;W.7.3;Escreva narrativas para desenvolver experiências ou eventos usando técnicas literárias eficazes, detalhes descritivos relevantes e sequências bem estruturadas.
7;Escrita;Tipos e finalidades dos textos;W.7.3.a;"Envolva e oriente o leitor, estabelecendo um contexto e um ponto de vista, e apresentando um narrador e/ou personagens; organize uma sequência narrativa apropriada."
7;Escrita;Tipos e finalidades dos textos;W.7.3.b;Utilize técnicas narrativas, como diálogo, ritmo e descrição, para desenvolver experiências, eventos e/ou personagens.
7;Escrita;Tipos e finalidades dos textos;W.7.3.c;Utilize uma variedade de palavras, frases e orações de transição para transmitir sequências e sinalizar mudanças de um período de tempo ou cenário para outro.
7;Escrita;Tipos e finalidades dos textos;W.7.3.d;Use palavras e frases precisas, detalhes descritivos relevantes e linguagem figurativa e sensorial para criar uma atmosfera que evoque emoções, capture a ação e transmita experiências e eventos.
7;Escrita;Tipos e finalidades dos textos;W.7.3.e;Apresente uma conclusão que derive das experiências ou eventos narrados e que os reflita.
7;Escrita;Produção e distribuição de obras escritas;W.7.4;Produza textos claros e coerentes, cujo desenvolvimento, organização e estilo sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos Padrões de Escrita 1 a 3.)
7;Escrita;Produção e distribuição de obras escritas;W.7.5;Desenvolva e aprimore a escrita conforme necessário, planejando, revisando, editando, reescrevendo ou experimentando uma nova abordagem, concentrando-se em quão bem o propósito e o público-alvo foram abordados.
7;Escrita;Produção e distribuição de obras escritas;W.7.5.a;Demonstrar domínio das convenções padrão da língua inglesa (conforme descrito nos Padrões de Linguagem 1 a 3 até a sétima série, inclusive).
7;Escrita;Produção e distribuição de obras escritas;W.7.5.b;Demonstrar a capacidade de usar adequadamente o vocabulário acadêmico geral e específico da área (conforme descrito nos Padrões de Linguagem 4 a 6 até a sétima série, inclusive).
7;Escrita;Produção e distribuição de obras escritas;W.7.6;Utilize a tecnologia, incluindo as plataformas de comunicação online atuais, para produzir e publicar textos, bem como para criar links e citar fontes, além de interagir e colaborar com outras pessoas, inclusive por meio da criação de links e citações de fontes.
7;Escrita;Pesquisa para construir e apresentar conhecimento;W.7.7;Realizar projetos de pesquisa de curta e longa duração para responder a uma pergunta, utilizando diversas fontes e gerando perguntas adicionais relacionadas e específicas para pesquisas futuras.
7;Escrita;Pesquisa para construir e apresentar conhecimento;W.7.8;"Ao realizar pesquisas, reúna informações relevantes de múltiplas fontes impressas e digitais, utilizando termos de busca eficazes; avalie a credibilidade e a precisão de cada fonte; e cite ou parafraseie os dados e as conclusões de outros, evitando o plágio e seguindo um formato de citação padrão."
7;Escrita;Pesquisa para construir e apresentar conhecimento;W.7.9;Extrair evidências de textos literários ou informativos para fundamentar análises, interpretações, reflexões e pesquisas escritas, aplicando um ou mais padrões de leitura de literatura ou de textos informativos do sétimo ano, conforme necessário.
7;Escrita;Intervalo de escrita;W.7.10;Escrever rotineiramente por períodos prolongados (tempo para pesquisar, refletir e revisar) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos específicos da disciplina.
7;Falar e ouvir;Compreensão e colaboração;SL.7.1;Participar ativamente de diversas discussões colaborativas (individualmente, em grupo e com a orientação do professor) com colegas de diferentes origens sobre temas, textos e problemas do sétimo ano, contribuindo com ideias alheias e expressando as suas próprias com clareza.
7;Falar e ouvir;Compreensão e colaboração;SL.7.1.a;"Participe das discussões preparado, tendo lido ou pesquisado o material em estudo; utilize explicitamente essa preparação consultando evidências sobre o tópico, texto ou questão para explorar e refletir sobre as ideias em discussão. (Consulte o Padrão de Leitura de Literatura 1 do 7º ano e o Padrão de Leitura de Texto Informativo 1 para expectativas específicas em relação às evidências textuais.)"
7;Falar e ouvir;Compreensão e colaboração;SL.7.1.b;Siga as regras para discussões entre colegas, acompanhe o progresso em relação a metas e prazos específicos e defina funções individuais conforme necessário.
7;Falar e ouvir;Compreensão e colaboração;SL.7.1.c;Faça perguntas que incentivem um maior aprofundamento e responda às perguntas e comentários dos outros com observações e ideias relevantes que permitam que a discussão seja retomada conforme necessário.
7;Falar e ouvir;Compreensão e colaboração;SL.7.1.d;Reconheça as novas informações expressas por outras pessoas e, quando necessário, modifique seus próprios pontos de vista.
7;Falar e ouvir;Compreensão e colaboração;SL.7.2;Analise as ideias principais e os detalhes de apoio apresentados em diversos meios e formatos (por exemplo, visualmente, quantitativamente, oralmente) e explique como as ideias esclarecem um tópico, texto ou questão em estudo.
7;Falar e ouvir;Compreensão e colaboração;SL.7.3;Descreva o argumento e as alegações específicas de um orador, avaliando a solidez do raciocínio e a relevância e suficiência das evidências.
7;Falar e ouvir;Apresentação de conhecimento e ideias;SL.7.4;"Apresente declarações e descobertas, enfatizando os pontos mais importantes de forma concisa e coerente, com descrições, fatos, detalhes e exemplos relevantes; utilize vocabulário apropriado, contato visual, volume de voz e pronúncia adequados. (Consulte os Padrões de Língua Inglesa do 7º ano, 4-6, para expectativas específicas de vocabulário.)"
7;Falar e ouvir;Apresentação de conhecimento e ideias;SL.7.5;Inclua componentes multimídia e recursos visuais nas apresentações para esclarecer afirmações e conclusões e enfatizar pontos-chave.
7;Falar e ouvir;Apresentação de conhecimento e ideias;SL.7.6;Adaptar a fala a diversos contextos e tarefas, demonstrando proficiência em inglês formal quando necessário ou apropriado. (Consulte os Padrões de Linguagem 1 e 3 do 7º ano para expectativas específicas.)
7;Linguagem;Convenções padrão do inglês;L.7.1;"Demonstrar domínio da gramática e das convenções de uso da língua inglesa padrão na escrita e na fala; manter e aprimorar as habilidades linguísticas aprendidas nas séries anteriores. (Consulte o Padrão de Escrita 5 e o Padrão de Fala e Escuta 6 do 7º ano para fortalecer a escrita e as apresentações aplicando o conhecimento das convenções.)"
7;Linguagem;Convenções padrão do inglês;L.7.1.a;Estrutura, variedade e significado das frases: Utilize frases e orações para comunicar ideias com precisão, atentando-se aos tempos verbais adequados para maior clareza.
7;Linguagem;Convenções padrão do inglês;L.7.1.b;Estrutura, variedade e significado das frases: Reconhecimento e correção de pronomes vagos (aqueles com antecedentes pouco claros ou ambíguos). [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
