Grau;Área;Emitir;Código;Descrição
7;Tecnologia/Engenharia;Sistemas tecnológicos;7.ETS.3.4;Demonstre como os componentes de um sistema estrutural trabalham em conjunto para cumprir uma função estrutural. Forneça exemplos de estruturas físicas e relacione seu projeto ao uso pretendido. Esclarecimentos: Exemplos de componentes de um sistema estrutural podem incluir fundações, lajes, paredes e telhados. As explicações da função devem incluir a identificação de cargas permanentes e variáveis, bem como forças de tração, torção, compressão e cisalhamento. Exemplos de usos incluem suportar cargas e forças ao longo de um vão (como uma ponte), fornecer espaço habitável (como uma casa ou prédio comercial) e proporcionar condições ambientais específicas (como uma estufa ou câmara frigorífica). Limitação da Avaliação Estadual: Não se espera que sejam apresentados cálculos da magnitude ou direção da carga ou da força na avaliação estadual.
7;Tecnologia/Engenharia;Sistemas tecnológicos;7.ETS.3.5;Utilize o conceito de engenharia de sistemas para modelar entradas, processos, saídas e retroalimentação entre os componentes de um sistema de transporte, estrutural ou de comunicação.
8;Ciências da Terra e do Espaço;O lugar da Terra no universo;8.ESS.1.1;Desenvolva e utilize um modelo do sistema Terra-Sol para explicar o padrão cíclico das estações do ano, incluindo a inclinação da Terra e a intensidade diferencial da luz solar em diferentes áreas do planeta ao longo do ano. Observação: Os exemplos do modelo podem ser físicos ou gráficos.
8;Ciências da Terra e do Espaço;O lugar da Terra no universo;8.ESS.1.2;Explique o papel da gravidade nas marés oceânicas, nos movimentos orbitais dos planetas, suas luas e os asteroides do sistema solar. Limitação da avaliação estadual: Não se espera que as leis de Kepler sobre o movimento orbital e o movimento retrógrado aparente dos planetas, vistos da Terra, sejam incluídos na avaliação estadual.
8;Ciências da Terra e do Espaço;Sistemas da Terra;8.ESS.2.1;Utilize um modelo para ilustrar que a energia do interior da Terra impulsiona a convecção, que por sua vez recircula a crosta terrestre, causando fusão, cristalização, intemperismo e deformação de grandes formações rochosas, incluindo a geração de fundo oceânico nas dorsais meso-oceânicas, a subducção do fundo oceânico nas fossas oceânicas, a formação de montanhas e a atividade vulcânica. Nota: A ênfase está no ciclo em larga escala resultante da tectônica de placas.
8;Ciências da Terra e do Espaço;Sistemas da Terra;8.ESS.2.5;Interpretar dados meteorológicos básicos para identificar padrões nas interações das massas de ar e sua relação com o clima local. Esclarecimentos: Os dados incluem temperatura, pressão, umidade, precipitação e vento. Exemplos de padrões incluem o fluxo de massas de ar de regiões de alta pressão para regiões de baixa pressão e como mudanças climáticas repentinas ocorrem quando diferentes massas de ar colidem. Os dados podem ser fornecidos aos alunos (como em mapas meteorológicos, tabelas de dados, diagramas ou visualizações) ou obtidos por meio de observações de campo ou experimentos de laboratório. Limitação da Avaliação Estadual: Não se espera que a avaliação estadual inclua nomes específicos de tipos de nuvens ou símbolos meteorológicos usados em mapas meteorológicos.
8;Ciências da Terra e do Espaço;Sistemas da Terra;8.ESS.2.6;Descreva como as interações oceânicas afetam o clima e o tempo em escala regional, incluindo a influência da temperatura oceânica mediada pela energia solar e a perda de energia por evaporação ou redistribuição pelas correntes oceânicas. Esclarecimento: A escala regional inclui uma perspectiva estadual ou multiestadual. Limite da avaliação estadual: Não se espera que os nomes da Classificação Climática de Köppen sejam incluídos na avaliação estadual.
8;Ciências da Terra e do Espaço;A Terra e a atividade humana;8.ESS.3.1;Analisar e interpretar dados para explicar que os recursos minerais e de combustíveis fósseis da Terra estão distribuídos de forma desigual como resultado de processos geológicos. Esclarecimento: Exemplos de distribuição desigual de recursos incluem a localização geral do petróleo (locais de soterramento de sedimentos marinhos orgânicos e suas subsequentes armadilhas geológicas) e a localização geral de minerais metálicos (locais de atividade vulcânica e hidrotermal passada).
8;Ciências da Terra e do Espaço;A Terra e a atividade humana;8.ESS.3.5;"Analise e interprete dados para descrever o papel das atividades humanas no aumento da temperatura global ao longo do último século. Esclarecimentos: Exemplos de atividades humanas incluem a queima de combustíveis fósseis, o desmatamento e a atividade agrícola. Exemplos de evidências podem incluir tabelas, gráficos e mapas de temperaturas globais e regionais; níveis atmosféricos de gases como dióxido de carbono e metano; e a taxa de atividades humanas."
8;Ciências da vida;Das moléculas aos organismos: estruturas e processos;8.LS.1.5;Elabore um argumento baseado em evidências sobre como fatores ambientais e genéticos influenciam o crescimento dos organismos. Esclarecimentos: Exemplos de condições ambientais podem incluir a disponibilidade de alimento, luz, espaço e água. Exemplos de fatores genéticos podem incluir os genes responsáveis pelas diferenças de tamanho em diferentes raças de cães, como Dogue Alemão e Chihuahua. Exemplos de fatores ambientais podem incluir a seca diminuindo o crescimento das plantas, o uso de fertilizantes aumentando o crescimento das plantas e peixes crescendo mais em lagoas grandes do que em lagoas pequenas. Exemplos de fatores genéticos e ambientais podem incluir diferentes variedades de plantas crescendo em taxas diferentes sob diferentes condições. Limitação da Avaliação Estadual: Métodos de reprodução, mecanismos genéticos, regulação genética, processos bioquímicos e seleção natural não são esperados na avaliação estadual.
8;Ciências da vida;Das moléculas aos organismos: estruturas e processos;8.LS.1.7;Utilize um texto informativo para descrever como as moléculas dos alimentos, incluindo carboidratos, proteínas e gorduras, são decompostas e rearranjadas por meio de reações químicas, formando novas moléculas que sustentam o crescimento celular ou a liberação de energia. Limitação da avaliação estadual: Não se espera que a avaliação estadual inclua detalhes específicos sobre a reação química da respiração celular, as etapas bioquímicas da decomposição dos alimentos ou as moléculas resultantes (por exemplo, a decomposição de carboidratos em monossacarídeos).
8;Ciências da vida;Hereditariedade: herança e variação de características;8.LS.3.1;"Desenvolva e utilize um modelo para descrever como alterações estruturais em genes (mutações) podem ou não resultar em alterações em proteínas e, caso ocorram alterações em proteínas, se estas podem ser prejudiciais, benéficas ou neutras em relação às características. Esclarecimentos: Um exemplo de alteração benéfica para o organismo seria uma cepa de bactéria tornando-se resistente a um antibiótico. Uma alteração prejudicial poderia ser o desenvolvimento de câncer; uma alteração neutra poderia mudar a cor do cabelo de um organismo sem consequências diretas. Limites da avaliação de status: Alterações específicas em nível molecular (por exemplo, alterações na sequência de aminoácidos), mecanismos de síntese proteica ou tipos específicos de mutações não são esperados na avaliação de status."
8;Ciências da vida;Hereditariedade: herança e variação de características;8.LS.3.2;Elabore um argumento baseado em evidências explicando como a reprodução assexuada resulta em descendentes com informações genéticas idênticas, enquanto a reprodução sexuada resulta em descendentes com variação genética. Compare e contraste as vantagens e desvantagens da reprodução assexuada e sexuada. Esclarecimentos: Exemplos de vantagens da reprodução sexuada podem incluir a variação genética quando o ambiente muda ou uma doença é introduzida, enquanto exemplos de vantagens da reprodução assexuada podem incluir não gastar energia para encontrar um parceiro e altas taxas de reprodução. Exemplos de desvantagens da reprodução sexuada podem incluir o uso de recursos para encontrar um parceiro, enquanto uma desvantagem da reprodução assexuada pode ser a falta de variação genética quando o ambiente muda ou uma doença é introduzida.
8;Ciências da vida;Hereditariedade: herança e variação de características;8.LS.3.3;Comunique por escrito e por meio de diagramas que os cromossomos contêm inúmeros genes distintos e que cada gene contém as instruções para a produção de proteínas específicas, as quais, por sua vez, afetam as características de um indivíduo. Limite da avaliação de status: Não são esperadas alterações específicas no nível molecular ou nos mecanismos de síntese de proteínas na avaliação de status.
8;Ciências da vida;Hereditariedade: herança e variação de características;8.LS.3.4;Desenvolva e utilize um modelo para demonstrar que organismos com reprodução sexuada possuem dois cromossomos de cada tipo em seus núcleos celulares e, portanto, duas variantes (alelos) de cada gene, que podem ser iguais ou diferentes, com uma distribuição aleatória de cada cromossomo transmitido à prole por ambos os pais. Esclarecimento: Exemplos de modelos incluem quadrados de Punnett, diagramas (por exemplo, pedigrees simples) e simulações. Limitação da avaliação estadual: A avaliação estadual limitará os padrões de herança apenas a alelos dominantes-recessivos.
8;Ciências da vida;Evolução biológica: unidade e diversidade;8.LS.4.4;Utilize um modelo para descrever o processo de seleção natural, no qual variações genéticas de certas características em uma população aumentam a probabilidade de alguns indivíduos sobreviverem e se reproduzirem em um ambiente em constante mudança. Forneça evidências de que a seleção natural ocorre ao longo de muitas gerações. Esclarecimentos: O modelo deve incluir probabilidades simples e raciocínio proporcional. Exemplos de evidências podem incluir os tentilhões de Darwin, os pescoços das girafas e as mariposas-pimenta. Limites da avaliação estadual: Não são esperadas condições específicas que levem à seleção natural na avaliação estadual.
8;Ciências da vida;Evolução biológica: unidade e diversidade;8.LS.4.5;Sintetizar e comunicar informações sobre seleção artificial, ou seja, as maneiras pelas quais os humanos modificaram a hereditariedade de características desejadas em organismos. Esclarecimento: A ênfase é colocada na influência humana sobre os resultados genéticos da seleção artificial (como modificação genética, melhoramento animal e terapia gênica).
8;Ciências físicas;Matéria e suas interações;8.PS.1.1;Desenvolva um modelo para descrever que (a) os átomos se combinam de inúmeras maneiras para produzir substâncias puras que compõem todos os seres vivos e não vivos que encontramos, (b) os átomos formam moléculas e compostos que variam em tamanho de dois a milhares de átomos e (c) as misturas são compostas por diferentes proporções de substâncias puras. Explicação: Exemplos de modelos em nível molecular podem incluir desenhos, estruturas tridimensionais de bolas e varetas e renderizações computadorizadas mostrando diferentes moléculas com diferentes tipos de átomos. Limites da avaliação estadual: Elétrons de valência e energia de ligação, a natureza iônica das subunidades em estruturas complexas, representações completas de todos os átomos individuais em uma molécula complexa ou estrutura extensa, ou cálculos de proporções em misturas não são esperados na avaliação estadual.
8;Ciências físicas;Matéria e suas interações;8.PS.1.2;Analisar e interpretar dados sobre as propriedades das substâncias antes e depois de sua interação para determinar se ocorreu uma reação química. Esclarecimentos: Exemplos de reações incluem a queima de açúcar ou palha de aço, a reação de gorduras com hidróxido de sódio e a mistura de zinco com HCl. As propriedades das substâncias incluem densidade, ponto de fusão, ponto de ebulição, solubilidade, inflamabilidade e odor.
8;Ciências físicas;Matéria e suas interações;8.PS.1.4;Desenvolva um modelo que descreva e preveja as mudanças no movimento das partículas, no arranjo espacial relativo, na temperatura e no estado de uma substância pura quando energia térmica é adicionada ou removida. Nota: A ênfase é colocada em modelos qualitativos, em nível molecular, de sólidos, líquidos e gases para demonstrar que a adição ou remoção de energia térmica aumenta ou diminui a energia cinética das partículas até que ocorra uma mudança de estado. Exemplos de modelos podem incluir desenhos e diagramas. Exemplos de substâncias puras podem incluir água, dióxido de carbono e hélio.
8;Ciências físicas;Matéria e suas interações;8.PS.1.5;Utilize um modelo para explicar que os átomos se rearranjam durante uma reação química para formar novas substâncias com novas propriedades. Explique que todos os átomos presentes nos reagentes estão presentes nos produtos e, portanto, o número total de átomos é conservado. Observação: Exemplos de modelos podem incluir modelos físicos ou desenhos, incluindo formas digitais, que representam átomos. Limitação da Avaliação Estadual: O uso de massas atômicas, pesos moleculares, equações de equilíbrio simbólicas ou forças intermoleculares não é esperado na avaliação estadual.
8;Ciências físicas;Movimento e estabilidade: forças e interações;8.PS.2.1;Desenvolva um modelo que demonstre a terceira lei de Newton, envolvendo o movimento de dois objetos em colisão. Estabeleça o limite da avaliação: a avaliação será limitada a interações verticais ou horizontais em uma dimensão.
8;Ciências físicas;Movimento e estabilidade: forças e interações;8.PS.2.2;Apresente evidências de que a variação na velocidade de um objeto depende da soma das forças que atuam sobre o objeto (força resultante) e de sua massa. Esclarecimento: A ênfase é colocada em forças equilibradas (primeira lei de Newton) e desequilibradas em um sistema, e em comparações qualitativas de forças, massa e variações de velocidade (segunda lei de Newton) em uma dimensão. Limitações da avaliação estadual: A avaliação estadual será limitada a forças e variações de movimento em uma dimensão em um referencial inercial e à variação de uma variável por vez. O uso de trigonometria não é esperado na avaliação estadual.
8;Tecnologia/Engenharia;Materiais, ferramentas e fabricação;8.ETS.2.4;"Utilize um texto informativo para ilustrar que os materiais mantêm sua composição sob diversos tipos de processamento físico; no entanto, algumas propriedades dos materiais podem mudar se um processo alterar a estrutura de suas partículas. Esclarecimentos: Exemplos de processamento físico incluem corte, conformação, extrusão e lixamento. Exemplos de mudanças nas propriedades dos materiais incluem um material de ferro não magnético tornando-se magnético após ser martelado e um material plástico tornando-se rígido (menos elástico) após tratamento térmico."
8;Tecnologia/Engenharia;Materiais, ferramentas e fabricação;8.ETS.2.5;Apresente informações que ilustrem como um produto pode ser criado utilizando processos básicos em sistemas de manufatura, incluindo conformação, separação, condicionamento, montagem, acabamento, controle de qualidade e segurança. Compare as vantagens e desvantagens do controle humano e do controle computadorizado desses processos.
 9-12;Ciências da Terra e do Espaço;O lugar da Terra no universo;HS.ESS.1.1;Utilize um texto informativo para explicar que a vida útil do Sol, de aproximadamente 10 bilhões de anos, depende da fusão nuclear em seu núcleo. Explique que as estrelas, por meio da fusão nuclear ao longo de seu ciclo de vida, produzem elementos que variam do hélio ao ferro e liberam energia que eventualmente chega à Terra na forma de radiação. Escopo da avaliação: A avaliação não deve abordar estágios específicos da vida de uma estrela, detalhes das diversas vias de nucleossíntese para estrelas de diferentes massas ou cálculos da energia liberada.
 9-12;Ciências da Terra e do Espaço;O lugar da Terra no universo;HS.ESS.1.2;Descreva as evidências astronômicas da teoria do Big Bang, incluindo o desvio para o vermelho da luz devido ao movimento de galáxias distantes como um indício de que o universo está atualmente em expansão, a radiação cósmica de fundo em micro-ondas como radiação remanescente do Big Bang e a composição observada da matéria comum no universo, encontrada principalmente em estrelas e gases interestelares, que corresponde à prevista pela teoria do Big Bang (3/4 de hidrogênio e 1/4 de hélio).
 9-12;Ciências da Terra e do Espaço;O lugar da Terra no universo;HS.ESS.1.4;Use as leis de Kepler para prever o movimento de objetos em órbita dentro do sistema solar. Descreva como as órbitas podem mudar devido aos efeitos gravitacionais de outros objetos no sistema solar ou a colisões com eles. Observação: as leis de Kepler se aplicam a satélites artificiais, bem como a planetas, luas e outros objetos. Cálculos envolvendo as leis de Kepler sobre movimentos orbitais não devem envolver mais de dois corpos nem cálculos complexos.
 9-12;Ciências da Terra e do Espaço;O lugar da Terra no universo;HS.ESS.1.5;Avalie as evidências dos movimentos passados e presentes da crosta continental e oceânica, a teoria da tectônica de placas e as densidades relativas das rochas oceânicas e continentais para explicar por que as rochas continentais são geralmente muito mais antigas do que as rochas do fundo oceânico. Esclarecimento: Exemplos incluem o aumento da idade da crosta oceânica (menos de 200 milhões de anos) com a distância das dorsais meso-oceânicas (como resultado da expansão das placas em limites divergentes) e o aumento da idade da crosta continental norte-americana (que pode ter mais de 4 bilhões de anos) com a distância de um antigo núcleo central (como resultado de interações passadas entre placas em limites convergentes).
 9-12;Ciências da Terra e do Espaço;Sistemas da Terra;HS.ESS.2.2;"Analisar dados geocientíficos para demonstrar que mudanças na hidrosfera da Terra podem gerar ciclos de retroalimentação que causam alterações em outros sistemas terrestres. Exemplos incluem como a diminuição do gelo glacial reduz a quantidade de luz solar refletida pela superfície da Terra, aumentando as temperaturas da superfície e reduzindo ainda mais o gelo; como a perda de vegetação terrestre leva ao aumento do escoamento superficial e da erosão do solo; como rios represados aumentam a recarga de água subterrânea, diminuem o transporte de sedimentos e aumentam a erosão costeira; e como a perda de áreas úmidas leva à diminuição da umidade local, reduzindo ainda mais sua extensão."
 9-12;Ciências da Terra e do Espaço;Sistemas da Terra;HS.ESS.2.3;Utilize um modelo baseado em evidências do interior da Terra para descrever o ciclo da matéria devido ao fluxo de energia para o exterior e ao movimento gravitacional de materiais mais densos para o interior. Esclarecimentos: A ênfase é colocada em um modelo bidimensional da Terra, com camadas radiais determinadas pela densidade, e em um modelo tridimensional, controlado pela gravidade e convecção térmica. Exemplos de evidências incluem mapas da estrutura tridimensional da Terra obtidos a partir de ondas sísmicas, registros da taxa de variação do campo magnético terrestre (como restrições à convecção no núcleo externo) e a identificação da composição das camadas da Terra a partir de experimentos de laboratório de alta pressão.
 9-12;Ciências da Terra e do Espaço;Sistemas da Terra;HS.ESS.2.4;"Utilize um modelo para descrever como as variações no fluxo de energia que entra e sai dos sistemas terrestres em diferentes escalas de tempo causam mudanças climáticas. Analise e interprete dados para explicar que mudanças de longo prazo na inclinação e na órbita da Terra causam ciclos de mudanças climáticas, como as Eras Glaciais. Explicação: Exemplos de causas de mudanças climáticas variam conforme a escala de tempo: grandes erupções vulcânicas e circulação oceânica em um período de 1 a 10 anos; mudanças na atividade humana, na circulação oceânica e na emissão solar em um período de dezenas a centenas de anos; mudanças na órbita e na inclinação axial da Terra em um período de dezenas a centenas de milhares de anos; e mudanças de longo prazo na composição atmosférica em um período de dezenas a centenas de milhões de anos. Limitação da avaliação estadual: A avaliação estadual se limitará a alterações nas temperaturas da superfície, nos padrões de precipitação, nos volumes de gelo glacial, nos níveis do mar e na distribuição da biosfera."
 9-12;Ciências da Terra e do Espaço;Sistemas da Terra;HS.ESS.2.5;Descreva a importância das propriedades químicas e físicas da água nos mecanismos mecânicos e químicos que afetam os materiais terrestres e os processos de superfície. Esclarecimentos: Os mecanismos mecânicos que envolvem a água incluem o transporte e a deposição fluvial, a erosão por variações no teor de umidade do solo e o congelamento e descongelamento, causados pela expansão da água ao congelar. Os mecanismos químicos que envolvem a água incluem o intemperismo químico e a recristalização (com base na solubilidade de diferentes materiais) e a geração de material fundido (com base na redução do ponto de fusão da maioria dos sólidos pela água).
 9-12;Ciências da Terra e do Espaço;Sistemas da Terra;HS.ESS.2.6;Utilize um modelo para descrever o ciclo do carbono através do oceano, da atmosfera, do solo e da biosfera, e como o aumento das concentrações de dióxido de carbono devido à atividade humana levou a mudanças atmosféricas e climáticas.
 9-12;Ciências da Terra e do Espaço;A Terra e a atividade humana;HS.ESS.3.1;Elabore uma explicação baseada em evidências sobre como a disponibilidade de recursos naturais essenciais e as mudanças decorrentes das variações climáticas influenciaram a atividade humana. Esclarecimentos: Exemplos de recursos naturais essenciais incluem o acesso à água doce (como rios, lagos e águas subterrâneas), regiões com solos férteis (como deltas de rios), altas concentrações de minerais e combustíveis fósseis e recursos bióticos (como pesca e florestas). Exemplos de mudanças decorrentes das variações climáticas incluem alterações no nível do mar e padrões regionais de temperatura e precipitação.
 9-12;Ciências da Terra e do Espaço;A Terra e a atividade humana;HS.ESS.3.2;Avaliar soluções de design competitivas para minimizar os impactos do desenvolvimento e uso de recursos energéticos e minerais, e para conservar e reciclar esses recursos, com base em relações custo-benefício econômicas, sociais e ambientais.* Esclarecimento: Exemplos incluem o desenvolvimento de melhores práticas para o uso de terras agrícolas, mineração (de metais, carvão, areias betuminosas e xisto betuminoso) e bombeamento (de petróleo e gás natural).
 9-12;Ciências da Terra e do Espaço;A Terra e a atividade humana;HS.ESS.3.3;Ilustre as relações entre gestão de recursos naturais, sustentabilidade das populações humanas e biodiversidade. Esclarecimentos: Os fatores relacionados à gestão de recursos naturais incluem custos de extração de recursos e gestão de resíduos, consumo per capita e desenvolvimento de novas tecnologias. Os fatores relacionados à sustentabilidade humana incluem eficiência agrícola, níveis de conservação e planejamento urbano. Os fatores relacionados à biodiversidade incluem uso e fragmentação de habitats, e conservação de terras e recursos.
 9-12;Ciências da Terra e do Espaço;A Terra e a atividade humana;HS.ESS.3.5;Analise os resultados de modelos climáticos globais para descrever como são feitas as previsões sobre a taxa atual de mudança climática global ou regional e seus impactos futuros nos sistemas da Terra. Esclarecimento: Os resultados dos modelos climáticos incluem tanto as mudanças climáticas (como precipitação e temperatura) quanto os impactos associados (como aqueles sobre o nível do mar, o volume de gelo glacial e a composição da atmosfera e dos oceanos).
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.1;Construa um modelo de transcrição e tradução para explicar as funções do DNA e do RNA que codificam proteínas que regulam e desempenham funções vitais essenciais. Esclarecimentos: Proteínas que regulam e desempenham funções vitais essenciais incluem enzimas (que aceleram reações químicas), proteínas estruturais (que fornecem estrutura e permitem o movimento) e hormônios e receptores (que enviam e recebem sinais). O modelo deve mostrar a estrutura de dupla hélice do DNA, incluindo os genes como parte da fita de DNA transcrita, com bases complementares na fita não transcrita. Limitações da avaliação: Não são esperados nomes específicos de proteínas nem etapas específicas de transcrição e tradução na avaliação. As estruturas celulares incluídas na transcrição e tradução serão limitadas ao núcleo, à membrana nuclear e aos ribossomos para a avaliação.
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.2;"Desenvolva e utilize um modelo para ilustrar as funções principais dos sistemas corporais dos animais, incluindo (a) digestão dos alimentos, absorção de nutrientes e transporte por todo o corpo; (b) troca de oxigênio e dióxido de carbono; (c) eliminação de resíduos; e (d) regulação dos processos corporais. Esclarecimento: A ênfase está na função primária dos seguintes sistemas corporais (e estruturas): digestivo (boca, estômago, intestino delgado [vilosidades], intestino grosso, pâncreas), respiratório (pulmões [alvéolos], diafragma), circulatório (coração, veias, artérias, capilares), excretor (rins, fígado, pele) e nervoso (neurônios, cérebro, medula espinhal). Limitação da avaliação do estado: Reações químicas nas células, detalhes de estruturas específicas (como a estrutura de um neurônio) ou identificação de proteínas específicas nas células não são esperados na avaliação do estado."
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.3;Forneça evidências de que a homeostase mantém as condições internas do corpo por meio de mecanismos de feedback em todo o organismo e processos celulares em pequena escala. Esclarecimentos: Os mecanismos de feedback incluem a promoção de um estímulo por meio de feedback positivo (por exemplo, tecidos lesionados liberando substâncias químicas na corrente sanguínea que ativam as plaquetas para facilitar a coagulação sanguínea) e a inibição do estímulo por meio de feedback negativo (por exemplo, a insulina reduzindo a glicemia elevada aos níveis normais). Os processos celulares incluem (a) o transporte passivo e ativo de materiais através da membrana celular para manter concentrações específicas de água e outros nutrientes na célula e (b) o papel dos lisossomos na reciclagem de resíduos, macromoléculas e componentes celulares em monômeros. Limite da avaliação do estado: Não são esperadas interações em nível molecular (por exemplo, como a insulina é produzida) na avaliação do estado.
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.4;Elabore uma explicação baseada em evidências sobre por que o ciclo celular é necessário para o crescimento, a manutenção e o reparo de organismos multicelulares. Modele os principais eventos do ciclo celular, incluindo (a) crescimento celular e replicação do DNA, (b) segregação cromossômica (mitose) e (c) separação do conteúdo celular. Limite da avaliação do estado: Mecanismos específicos de controle genético e detalhes específicos de eventos (por exemplo, fases da mitose) não são esperados na avaliação do estado.
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.5;Utilize um modelo para ilustrar como a fotossíntese usa a energia luminosa para transformar água e dióxido de carbono em oxigênio e energia química armazenada nas ligações de açúcares e outros carboidratos. Esclarecimentos: A ênfase é colocada na ilustração das entradas e saídas de matéria, bem como na transferência e transformação de energia na fotossíntese realizada por plantas e outros organismos fotossintéticos. Exemplos de modelos podem incluir diagramas, equações químicas e modelos conceituais. Escopo da avaliação de nível: Etapas bioquímicas específicas das reações de luz ou do ciclo de Calvin, e estruturas químicas de moléculas, não são esperadas na avaliação de nível.
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.6;Desenvolva uma explicação baseada em evidências de que as moléculas orgânicas são compostas principalmente por seis elementos, onde átomos de carbono, hidrogênio e oxigênio podem se combinar com nitrogênio, enxofre e fósforo para formar monômeros, que por sua vez podem se combinar para formar macromoléculas maiores à base de carbono. Esclarecimentos: Monômeros incluem aminoácidos, mono e dissacarídeos, nucleotídeos e ácidos graxos. Macromoléculas orgânicas incluem proteínas, carboidratos (polissacarídeos), ácidos nucleicos e lipídios. Limitação da Avaliação Estadual: Detalhes de reações químicas específicas ou a identificação de estruturas específicas de macromoléculas não são esperados na avaliação estadual.
 9-12;Biologia;Das moléculas aos organismos: estruturas e processos;HS.LS.1.7;Utilize um modelo para ilustrar que a respiração celular aeróbica é um processo químico no qual as ligações entre moléculas de alimento e moléculas de oxigênio são quebradas e novas ligações são formadas, resultando em novos compostos e uma transferência líquida de energia. Esclarecimentos: A ênfase está na compreensão conceitual das entradas e saídas do processo de respiração celular aeróbica. Exemplos de modelos podem incluir diagramas, equações químicas e modelos conceituais. O modelo deve incluir o papel do ATP na transferência de energia nesse processo. As moléculas de alimento incluem açúcares (carboidratos), gorduras (lipídios) e proteínas. Limitação da Avaliação de Nível: Não se espera a identificação das etapas ou processos específicos envolvidos na respiração celular na avaliação de nível.
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.1;Analise conjuntos de dados para fundamentar explicações de que fatores bióticos e abióticos afetam a capacidade de suporte dos ecossistemas. Esclarecimentos: Exemplos de fatores bióticos podem incluir relações entre indivíduos (como relações alimentares, simbiose e competição) e doenças. Exemplos de fatores abióticos podem incluir condições climáticas e meteorológicas, desastres naturais e disponibilidade de recursos. Os conjuntos de dados de exemplo podem ser derivados de simulações ou dados históricos.
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.2;Utilize representações matemáticas para fundamentar explicações de que fatores bióticos e abióticos afetam a biodiversidade, incluindo a diversidade genética dentro de uma população e a diversidade de espécies dentro de um ecossistema. Esclarecimentos: Exemplos de fatores bióticos podem incluir relações entre indivíduos (relações alimentares, simbiose, competição) e doenças. Exemplos de fatores abióticos podem incluir condições climáticas e meteorológicas, desastres naturais e disponibilidade de recursos. Exemplos de representações matemáticas incluem o cálculo de médias, a determinação de tendências e o uso de comparações gráficas de múltiplos conjuntos de dados.
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.4;"Utilize um modelo matemático para descrever a transferência de energia de um nível trófico para outro. Explique como as ineficiências na transferência de energia entre os níveis tróficos afetam o número relativo de organismos que podem ser sustentados em cada nível trófico e que necessitam de um aporte constante de energia proveniente da luz solar ou de compostos inorgânicos presentes no ambiente. Observação: O modelo deve ilustrar a ""regra dos 10%"" da transferência de energia e mostrar as quantidades aproximadas de energia disponíveis em cada nível trófico de um ecossistema (até cinco níveis tróficos)."
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.5;Utilize um modelo que ilustre os papéis da fotossíntese, respiração celular, decomposição e combustão para explicar o ciclo do carbono em suas diversas formas na biosfera, atmosfera, hidrosfera e geosfera. Esclarecimentos: As principais formas de carbono incluem dióxido de carbono, hidrocarbonetos, resíduos (matéria orgânica morta) e biomassa (material orgânico proveniente de organismos vivos). Exemplos de modelos podem incluir simulações e modelos matemáticos. Escopo da avaliação estadual: Não se espera que a avaliação estadual inclua as etapas químicas específicas da respiração, decomposição e combustão.
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.6;"Analise os dados para demonstrar que os ecossistemas tendem a manter quantidades e tipos de organismos relativamente constantes, mesmo diante de pequenas mudanças nas condições, mas que flutuações extremas nessas condições podem dar origem a um novo ecossistema. Argumente, com base em evidências, que ecossistemas com maior biodiversidade tendem a apresentar maior resistência à mudança e resiliência. Esclarecimento: Exemplos de mudanças nas condições do ecossistema podem incluir alterações biológicas ou físicas moderadas, como caça moderada ou inundações sazonais; e mudanças extremas, como erupções vulcânicas, incêndios, declínio ou perda de uma espécie-chave, mudanças climáticas, acidificação dos oceanos ou elevação do nível do mar."
 9-12;Biologia;Ecossistemas: interações, energia e dinâmica;HS.LS.2.7;Analise os efeitos diretos e indiretos das atividades humanas sobre a biodiversidade e a saúde dos ecossistemas, em particular a fragmentação de habitats, a introdução de espécies não nativas ou invasoras, a sobre-exploração, a poluição e as alterações climáticas. Avalie e aprimore uma solução para reduzir o impacto das atividades humanas sobre a biodiversidade e a saúde dos ecossistemas.* Esclarecimento: Exemplos de soluções incluem programas de reprodução em cativeiro, restauração de habitats, mitigação da poluição, conservação de energia e ecoturismo.
 9-12;Biologia;Hereditariedade: herança e variação de características;HS.LS.3.1;Desenvolva e utilize um modelo para demonstrar como o DNA, na forma de cromossomos, é transmitido dos pais para os filhos por meio dos processos de meiose e fertilização na reprodução sexuada. Esclarecimento: O modelo deve demonstrar que as características de um indivíduo (fenótipo) resultam, em parte, das interações entre as diversas proteínas expressas por seus genes (genótipo). Limitação da avaliação do status: Não se espera que a avaliação do status identifique fases específicas da meiose ou os mecanismos bioquímicos envolvidos.
