Grado;Área;Tema;Código;Descripción
7;Tecnología/Ingeniería;Diseño de ingeniería;7.ETS.1.2;Evalúe soluciones competitivas para un problema de diseño dado utilizando una matriz de decisión para determinar qué tan bien cada una cumple con los criterios y restricciones del problema. Utilice un modelo de cada solución para evaluar cómo las variaciones en una o más características de diseño, como tamaño, forma, peso o costo, pueden afectar la función o la eficacia de la solución.*
7;Tecnología/Ingeniería;Diseño de ingeniería;7.ETS.1.4;Generar y analizar datos a partir de pruebas iterativas y modificaciones de un objeto, herramienta o proceso propuesto para optimizar el objeto, la herramienta o el proceso para su propósito previsto.*
7;Tecnología/Ingeniería;Diseño de ingeniería;7.ETS.1.7;Construir un prototipo de una solución a un problema de diseño dado.*
7;Tecnología/Ingeniería;Sistemas tecnológicos;7.ETS.3.1;Explicar la función de un sistema de comunicación y el papel de sus componentes, incluida una fuente, un codificador, un transmisor, un receptor, un decodificador y un almacenamiento.
7;Tecnología/Ingeniería;Sistemas tecnológicos;7.ETS.3.2;Compare las ventajas y desventajas de diferentes sistemas de comunicación. Aclaraciones: Algunos ejemplos de sistemas de comunicación incluyen radio, televisión, prensa escrita e internet. Entre las ventajas y desventajas se incluyen la velocidad de comunicación, la distancia o el alcance, el número de personas alcanzadas, la diferencia entre solo audio y audio y video, y la comunicación unidireccional y bidireccional.
7;Tecnología/Ingeniería;Sistemas tecnológicos;7.ETS.3.3;Investigar y comunicar información sobre el diseño de los sistemas de transporte para el transporte de personas y mercancías mediante diversos vehículos y dispositivos. Identificar y describir los subsistemas de un vehículo de transporte, incluyendo los subsistemas estructural, de propulsión, guiado, suspensión y control. Aclaraciones: Algunos ejemplos de elementos de diseño incluyen la forma del vehículo para maximizar la capacidad de carga o pasajeros, las terminales, los carriles de circulación y las comunicaciones/controles. Ejemplos de vehículos incluyen un automóvil, un velero y una avioneta.
7;Tecnología/Ingeniería;Sistemas tecnológicos;7.ETS.3.4;Muestre cómo los componentes de un sistema estructural trabajan juntos para cumplir una función estructural. Proporcione ejemplos de estructuras físicas y relacione su diseño con su uso previsto. Aclaraciones: Ejemplos de componentes de un sistema estructural podrían incluir cimientos, cubiertas, muros y techos. Las explicaciones de la función deben incluir la identificación de cargas vivas y muertas y fuerzas de tensión, torsión, compresión y cortante. Ejemplos de usos incluyen soportar cargas y fuerzas a lo largo de un tramo (como un puente), proporcionar espacio habitable (como una casa o un edificio de oficinas) y proporcionar condiciones ambientales específicas (como un invernadero o una cámara frigorífica). Límite de evaluación estatal: No se esperan cálculos de magnitud o dirección de cargas o fuerzas en la evaluación estatal.
7;Tecnología/Ingeniería;Sistemas tecnológicos;7.ETS.3.5;Utilice el concepto de ingeniería de sistemas para modelar entradas, procesos, salidas y retroalimentación entre los componentes de un sistema de transporte, estructural o de comunicación.
8;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;8.ESS.1.1;Desarrollar y utilizar un modelo del sistema Tierra-Sol para explicar el patrón cíclico de las estaciones, que incluye la inclinación de la Tierra y la intensidad diferencial de la luz solar en diferentes zonas del planeta a lo largo del año. Aclaración: Los ejemplos de modelos pueden ser físicos o gráficos.
8;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;8.ESS.1.2;Explicar el papel de la gravedad en las mareas oceánicas, los movimientos orbitales de los planetas, sus lunas y los asteroides del sistema solar. Límite de evaluación estatal: No se espera que en la evaluación estatal se incluyan las leyes de Kepler sobre el movimiento orbital ni el aparente movimiento retrógrado de los planetas vistos desde la Tierra.
8;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;8.ESS.2.1;Utilice un modelo para ilustrar que la energía del interior de la Tierra impulsa la convección que cicla la corteza terrestre, lo que provoca la fusión, la cristalización, la meteorización y la deformación de grandes formaciones rocosas, incluyendo la generación de lecho marino en las dorsales, la sumersión del lecho marino en las fosas, la formación de montañas y la actividad de cadenas volcánicas. Aclaración: El énfasis está en el ciclo a gran escala resultante de la tectónica de placas.
8;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;8.ESS.2.5;Interpretar datos meteorológicos básicos para identificar patrones en las interacciones de las masas de aire y su relación con el clima local. Aclaraciones: Los datos incluyen temperatura, presión, humedad, precipitación y viento. Ejemplos de patrones incluyen el flujo de masas de aire desde regiones de alta presión a regiones de baja presión, y cómo se producen cambios repentinos en el clima cuando diferentes masas de aire colisionan. Los datos pueden proporcionarse a los estudiantes (como en mapas meteorológicos, tablas de datos, diagramas o visualizaciones) u obtenerse mediante observaciones de campo o experimentos de laboratorio. Límite de la evaluación estatal: No se espera que en la evaluación estatal se incluyan nombres específicos de tipos de nubes ni símbolos meteorológicos utilizados en mapas meteorológicos.
8;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;8.ESS.2.6;Describa cómo las interacciones con el océano afectan el tiempo y el clima a escala regional, incluyendo la influencia de la temperatura del océano mediada por la energía solar y la pérdida de energía por evaporación o redistribución a través de las corrientes oceánicas. Aclaración: La escala regional incluye una perspectiva estatal o multiestatal. Límite de evaluación estatal: No se espera que los nombres de la Clasificación Climática de Köppen se incluyan en la evaluación estatal.
8;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;8.ESS.3.1;Analizar e interpretar datos para explicar que los recursos minerales y de combustibles fósiles de la Tierra se distribuyen de forma desigual como resultado de procesos geológicos. Aclaración: Ejemplos de distribuciones desiguales de recursos incluyen la ubicación general del petróleo (lugares de enterramiento de sedimentos marinos orgánicos y sus subsiguientes trampas geológicas) y la ubicación general de los minerales metálicos (lugares de actividad volcánica e hidrotermal pasada).
8;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;8.ESS.3.5;"Examinar e interpretar datos para describir el papel de las actividades humanas en el aumento de la temperatura global durante el último siglo. Aclaraciones: Ejemplos de actividades humanas incluyen la quema de combustibles fósiles, la deforestación y la actividad agrícola. Ejemplos de evidencia pueden incluir tablas, gráficos y mapas de temperaturas globales y regionales; niveles atmosféricos de gases como el dióxido de carbono y el metano; y el ritmo de las actividades humanas."
8;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;8.LS.1.5;Construya un argumento basado en evidencia sobre cómo los factores ambientales y genéticos influyen en el crecimiento de los organismos. Aclaraciones: Los ejemplos de condiciones ambientales podrían incluir la disponibilidad de alimento, luz, espacio y agua. Los ejemplos de factores genéticos podrían incluir los genes responsables de las diferencias de tamaño en diferentes razas de perros, como los grandes daneses y los chihuahuas. Los ejemplos de factores ambientales podrían incluir la sequía que disminuye el crecimiento de las plantas, el fertilizante que aumenta el crecimiento de las plantas y los peces que crecen más en estanques grandes que en estanques pequeños. Los ejemplos de factores genéticos y ambientales podrían incluir diferentes variedades de plantas que crecen a diferentes ritmos en diferentes condiciones. Límite de evaluación estatal: No se esperan métodos de reproducción, mecanismos genéticos, regulación genética, procesos bioquímicos ni selección natural en la evaluación estatal.
8;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;8.LS.1.7;Utilice texto informativo para describir que las moléculas de los alimentos, incluyendo carbohidratos, proteínas y grasas, se descomponen y reorganizan mediante reacciones químicas, formando nuevas moléculas que favorecen el crecimiento celular o la liberación de energía. Límite de la evaluación estatal: No se esperan detalles específicos de la reacción química de la respiración celular, los pasos bioquímicos de la descomposición de los alimentos ni las moléculas resultantes (p. ej., los carbohidratos se descomponen en monosacáridos) en la evaluación estatal.
8;Ciencias de la vida;Herencia: herencia y variación de rasgos;8.LS.3.1;"Desarrollar y utilizar un modelo para describir que los cambios estructurales en los genes (mutaciones) pueden o no resultar en cambios en las proteínas, y si hay cambios en las proteínas puede haber cambios dañinos, beneficiosos o neutrales en los rasgos. Aclaraciones: Un ejemplo de un cambio beneficioso para el organismo puede ser una cepa de bacterias que se vuelve resistente a un antibiótico. Un cambio dañino podría ser el desarrollo de cáncer; un cambio neutral puede cambiar el color del pelo de un organismo sin consecuencias directas. Límite de evaluación del estado: No se esperan cambios específicos a nivel molecular (p. ej., cambio en la secuencia de aminoácidos), mecanismos para la síntesis de proteínas o tipos específicos de mutaciones en la evaluación del estado."
8;Ciencias de la vida;Herencia: herencia y variación de rasgos;8.LS.3.2;Construya un argumento basado en la evidencia de cómo la reproducción asexual resulta en descendencia con información genética idéntica y la reproducción sexual resulta en descendencia con variación genética. Compare y contraste las ventajas y desventajas de la reproducción asexual y sexual. Aclaraciones: Los ejemplos de una ventaja de la reproducción sexual pueden incluir la variación genética cuando el entorno cambia o se introduce una enfermedad, mientras que los ejemplos de una ventaja de la reproducción asexual pueden incluir no usar energía para encontrar pareja y tasas de reproducción rápidas. Los ejemplos de una desventaja de la reproducción sexual pueden incluir el uso de recursos para encontrar pareja, mientras que una desventaja en la reproducción asexual puede ser la falta de variación genética cuando el entorno cambia o se introduce una enfermedad.
8;Ciencias de la vida;Herencia: herencia y variación de rasgos;8.LS.3.3;Comunicar por escrito y mediante diagramas que los cromosomas contienen numerosos genes distintos y que cada gen contiene las instrucciones para la producción de proteínas específicas, lo que a su vez afecta los rasgos de un individuo. Límite de evaluación del estado: No se esperan cambios específicos a nivel molecular ni mecanismos de síntesis de proteínas en la evaluación del estado.
8;Ciencias de la vida;Herencia: herencia y variación de rasgos;8.LS.3.4;Desarrollar y utilizar un modelo para demostrar que los organismos con reproducción sexual tienen dos cromosomas de cada tipo en sus núcleos celulares y, por lo tanto, dos variantes (alelos) de cada gen, que pueden ser iguales o diferentes, con una distribución aleatoria de cada cromosoma transmitida a la descendencia por ambos progenitores. Aclaración: Ejemplos de modelos incluyen cuadros de Punnett, diagramas (p. ej., pedigríes simples) y simulaciones. Límite de evaluación estatal: La evaluación estatal limitará los patrones de herencia únicamente a los alelos dominantes-recesivos.
8;Ciencias de la vida;Evolución biológica: unidad y diversidad;8.LS.4.4;Utilice un modelo para describir el proceso de selección natural, en el cual las variaciones genéticas de ciertos rasgos en una población aumentan la probabilidad de que algunos individuos sobrevivan y se reproduzcan en un entorno cambiante. Proporcione evidencia de que la selección natural ocurre a lo largo de muchas generaciones. Aclaraciones: El modelo debe incluir probabilida- des simples y razonamiento proporcional. Ejemplos de evidencia pueden incluir los pinzones de Darwin, los cuellos de las jirafas y las polillas moteadas. Límite de evaluación del estado: No se esperan condiciones específicas que conduzcan a la selección natural en la evaluación del estado.
8;Ciencias de la vida;Evolución biológica: unidad y diversidad;8.LS.4.5;Sintetizar y comunicar información sobre la selección artificial, o las formas en que los humanos han modificado la herencia de rasgos deseados en los organismos. Aclaración: Se hace hincapié en la influencia de los humanos en los resultados genéticos de la selección artificial (como la modificación genética, la ganadería y la terapia génica).
8;Ciencias Físicas;La materia y sus interacciones;8.PS.1.1;Desarrollar un modelo para describir que (a) los átomos se combinan en una multitud de formas para producir sustancias puras que conforman todas las cosas vivas y no vivas que encontramos, (b) los átomos forman moléculas y compuestos que varían en tamaño de dos a miles de átomos, y (c) las mezclas están compuestas de diferentes proporciones de sustancias puras. Declaración aclaratoria: Los ejemplos de modelos a nivel molecular podrían incluir dibujos, estructuras tridimensionales de bolas y barras, y representaciones por computadora que muestren diferentes moléculas con diferentes tipos de átomos. Límite de evaluación del estado: Los electrones de valencia y la energía de enlace, la naturaleza iónica de las subunidades de estructuras complejas, las representaciones completas de todos los átomos individuales en una molécula compleja o estructura extendida, o los cálculos de proporciones en mezclas no se esperan en la evaluación del estado.
8;Ciencias Físicas;La materia y sus interacciones;8.PS.1.2;Analizar e interpretar datos sobre las propiedades de las sustancias antes y después de su interacción para determinar si se ha producido una reacción química. Aclaraciones: Ejemplos de reacciones incluyen la quema de azúcar o lana de acero, la reacción de grasas con hidróxido de sodio y la mezcla de zinc con HCl. Las propiedades de las sustancias incluyen la densidad, el punto de fusión, el punto de ebullición, la solubilidad, la inflamabilidad y el olor.
8;Ciencias Físicas;La materia y sus interacciones;8.PS.1.4;Desarrollar un modelo que describa y prediga los cambios en el movimiento de partículas, la disposición espacial relativa, la temperatura y el estado de una sustancia pura al añadir o eliminar energía térmica. Aclaraciones: Se hace hincapié en los modelos cualitativos a nivel molecular de sólidos, líquidos y gases para demostrar que añadir o eliminar energía térmica aumenta o disminuye la energía cinética de las partículas hasta que se produce un cambio de estado. Ejemplos de modelos podrían incluir dibujos y diagramas. Ejemplos de sustancias puras podrían incluir agua, dióxido de carbono y helio.
8;Ciencias Físicas;La materia y sus interacciones;8.PS.1.5;Utilice un modelo para explicar que los átomos se reorganizan durante una reacción química para formar nuevas sustancias con nuevas propiedades. Explique que todos los átomos presentes en los reactivos están presentes en los productos y, por lo tanto, se conserva el número total de átomos. Aclaración: Ejemplos de modelos pueden incluir modelos físicos o dibujos, incluyendo formas digitales, que representan átomos. Límite de la evaluación del estado: No se espera el uso de masas atómicas, pesos moleculares, ecuaciones simbólicas de equilibrio ni fuerzas intermoleculares en la evaluación del estado.
8;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;8.PS.2.1;Desarrollar un modelo que demuestre la tercera ley de Newton, involucrando el movimiento de dos objetos en colisión. Establecer el límite de evaluación: La evaluación se limitará a interacciones verticales u horizontales en una dimensión.
8;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;8.PS.2.2;Proporcione evidencia de que el cambio en la velocidad de un objeto depende de la suma de las fuerzas sobre el objeto (fuerza neta) y su masa. Aclaración: Se hace hincapié en las fuerzas equilibradas (primera ley de Newton) y desequilibradas en un sistema, en las comparaciones cualitativas de fuerzas, masa y cambios en la velocidad (segunda ley de Newton) en una dimensión. Límites de la evaluación estatal: La evaluación estatal se limitará a las fuerzas y los cambios en el movimiento en una dimensión en un sistema de referencia inercial y al cambio en una variable a la vez. No se espera el uso de trigonometría en la evaluación estatal.
8;Tecnología/Ingeniería;Materiales, herramientas y fabricación;8.ETS.2.4;"Utilice texto informativo para ilustrar que los materiales mantienen su composición bajo diversos tipos de procesamiento físico; sin embargo, algunas propiedades de los materiales pueden cambiar si un proceso modifica la estructura de sus partículas. Aclaraciones: Ejemplos de procesamiento físico incluyen corte, conformado, extrusión y lijado. Ejemplos de cambios en las propiedades de los materiales incluyen un material de hierro no magnético que se vuelve magnético después del martillado y un material plástico que se vuelve rígido (menos elástico) después del tratamiento térmico."
8;Tecnología/Ingeniería;Materiales, herramientas y fabricación;8.ETS.2.5;Presentar información que ilustre cómo se puede crear un producto mediante procesos básicos en sistemas de fabricación, incluyendo el conformado, la separación, el acondicionamiento, el ensamblaje, el acabado, el control de calidad y la seguridad. Comparar las ventajas y desventajas del control humano y computacional de estos procesos.
 9-12;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;HS.ESS.1.1;Utilice texto informativo para explicar que la vida del Sol, de aproximadamente 10 mil millones de años, depende de la fusión nuclear en su núcleo. Explique que las estrellas, mediante la fusión nuclear a lo largo de su ciclo de vida, producen elementos desde helio hasta hierro y liberan energía que finalmente llega a la Tierra en forma de radiación. Límite de la evaluación del estado: En la evaluación del estado no se esperan etapas específicas de la vida de una estrella, detalles de las diversas vías de nucleosíntesis para estrellas de diferentes masas ni cálculos de la energía liberada.
 9-12;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;HS.ESS.1.2;Describa la evidencia astronómica de la teoría del Big Bang, incluyendo el desplazamiento hacia el rojo de la luz debido al movimiento de galaxias distantes como indicación de que el universo se está expandiendo actualmente, el fondo cósmico de microondas como radiación remanente del Big Bang, y la composición observada de la materia ordinaria del universo, encontrada principalmente en estrellas y gases interestelares, que coincide con la predicha por la teoría del Big Bang (3/4 hidrógeno y 1/4 helio).
 9-12;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;HS.ESS.1.4;Utilice las leyes de Kepler para predecir el movimiento de los objetos en órbita en el sistema solar. Describa cómo pueden cambiar las órbitas debido a los efectos gravitacionales de otros objetos del sistema solar o a las colisiones con ellos. Aclaraciones: Las leyes de Kepler se aplican a los satélites artificiales, así como a los planetas, lunas y otros objetos. Los cálculos que involucren las leyes de Kepler sobre los movimientos orbitales no deben abarcar más de dos cuerpos ni implicar cálculo.
 9-12;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;HS.ESS.1.5;Evaluar la evidencia de los movimientos pasados y actuales de la corteza continental y oceánica, la teoría de la tectónica de placas y las densidades relativas de las rocas oceánicas y continentales para explicar por qué las rocas continentales son generalmente mucho más antiguas que las rocas del fondo oceánico. Aclaración: Los ejemplos incluyen las edades de la corteza oceánica (menos de 200 millones de años) que aumentan con la distancia a las dorsales oceánicas (como resultado de la expansión de las placas en los límites divergentes) y las edades de la corteza continental norteamericana (que puede tener más de 4 mil millones de años) que aumentan con la distancia a un núcleo central antiguo (como resultado de las interacciones pasadas de las placas en los límites convergentes).
 9-12;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;HS.ESS.2.2;"Analizar datos geocientíficos para afirmar que un cambio en la hidrosfera terrestre puede generar retroalimentaciones que causan cambios en otros sistemas terrestres. Aclaración: Algunos ejemplos incluyen cómo la disminución de la cantidad de hielo glacial reduce la cantidad de luz solar reflejada por la superficie terrestre, lo que aumenta las temperaturas superficiales y reduce aún más la cantidad de hielo; cómo la pérdida de vegetación terrestre provoca un aumento de la escorrentía y la erosión del suelo; cómo los ríos represados aumentan la recarga de aguas subterráneas, disminuyen el transporte de sedimentos y aumentan la erosión costera; y cómo la pérdida de humedales provoca una disminución de la humedad local, lo que reduce aún más su extensión."
 9-12;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;HS.ESS.2.3;Utilice un modelo basado en la evidencia del interior de la Tierra para describir el ciclo de la materia debido al flujo de energía hacia el exterior y al movimiento gravitacional de materiales más densos hacia el interior. Aclaraciones: Se hace hincapié en un modelo bidimensional de la Tierra, con capas radiales determinadas por la densidad, y un modelo tridimensional, controlado por la gravedad y la convección térmica. Ejemplos de evidencia incluyen mapas de la estructura tridimensional de la Tierra obtenidos a partir de ondas sísmicas, registros de la tasa de cambio del campo magnético terrestre (como restricciones a la convección en el núcleo externo) e identificación de la composición de las capas terrestres a partir de experimentos de laboratorio de alta presión.
 9-12;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;HS.ESS.2.4;"Utilice un modelo para describir cómo las variaciones en el flujo de energía que entra y sale de los sistemas terrestres en diferentes escalas de tiempo provocan cambios en el clima. Analice e interprete los datos para explicar que los cambios a largo plazo en la inclinación y la órbita de la Tierra provocan ciclos de cambio climático, como las Edades de Hielo. Declaración aclaratoria: Los ejemplos de las causas del cambio climático difieren según la escala de tiempo: gran erupción volcánica y circulación oceánica a lo largo de 1 a 10 años; cambios en la actividad humana, la circulación oceánica y la emisión solar a lo largo de decenas a cientos de años; cambios en la órbita terrestre y la orientación de su eje a lo largo de decenas a cientos de miles de años; y cambios a largo plazo en la composición atmosférica a lo largo de decenas a cientos de millones de años. Límite de evaluación estatal: Los cambios en el clima se limitarán a los cambios en las temperaturas superficiales, los patrones de precipitación, los volúmenes de hielo glacial, los niveles del mar y la distribución de la biosfera en la evaluación estatal."
 9-12;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;HS.ESS.2.5;Describa la importancia de las propiedades químicas y físicas del agua en los mecanismos mecánicos y químicos que afectan los materiales terrestres y los procesos superficiales. Aclaraciones: Entre los mecanismos mecánicos que involucran agua se incluyen el transporte y la deposición fluvial, la erosión mediante variaciones en el contenido de humedad del suelo y el acuñamiento por congelación, causado por la expansión del agua al congelarse. Entre los mecanismos químicos que involucran agua se incluyen la meteorización química y la recristalización (basadas en la solubilidad de diferentes materiales) y la generación de material fundido (basada en la reducción de la temperatura de fusión de la mayoría de los sólidos por el agua).
 9-12;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;HS.ESS.2.6;Utilice un modelo para describir el ciclo del carbono a través del océano, la atmósfera, el suelo y la biosfera y cómo los aumentos en las concentraciones de dióxido de carbono debido a la actividad humana han provocado cambios atmosféricos y climáticos.
 9-12;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;HS.ESS.3.1;Construya una explicación basada en la evidencia sobre cómo la disponibilidad de recursos naturales clave y los cambios debidos a las variaciones climáticas han influido en la actividad humana. Aclaraciones: Ejemplos de recursos naturales clave incluyen el acceso al agua dulce (como ríos, lagos y aguas subterráneas), regiones con suelos fértiles (como deltas fluviales), altas concentraciones de minerales y combustibles fósiles, y recursos bióticos (como la pesca y los bosques). Ejemplos de cambios debidos a las variaciones climáticas incluyen cambios en el nivel del mar y patrones regionales de temperatura y precipitación.
 9-12;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;HS.ESS.3.2;Evaluar soluciones de diseño competitivas para minimizar los impactos del desarrollo y uso de recursos energéticos y minerales, y conservar y reciclar esos recursos, basándose en relaciones costo-beneficio económicas, sociales y ambientales.* Declaración aclaratoria: Los ejemplos incluyen el desarrollo de mejores prácticas para el uso del suelo agrícola, la minería (para metales, carbón, arenas bituminosas y esquistos bituminosos) y el bombeo (para petróleo y gas natural).
 9-12;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;HS.ESS.3.3;Ilustrar las relaciones entre la gestión de los recursos naturales, la sostenibilidad de las poblaciones humanas y la biodiversidad. Aclaraciones: Entre los factores relacionados con la gestión de los recursos naturales se incluyen los costos de extracción de recursos y la gestión de residuos, el consumo per cápita y el desarrollo de nuevas tecnologías. Entre los factores relacionados con la sostenibilidad humana se incluyen la eficiencia agrícola, los niveles de conservación y la planificación urbana. Entre los factores relacionados con la biodiversidad se incluyen el uso y la fragmentación del hábitat, y la conservación de la tierra y los recursos.
 9-12;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;HS.ESS.3.5;Analizar los resultados de los modelos climáticos globales para describir cómo se realizan los pronósticos sobre la tasa actual de cambio climático global o regional y sus impactos futuros en los sistemas terrestres. Aclaración: Los resultados de los modelos climáticos incluyen tanto los cambios climáticos (como la precipitación y la temperatura) como los impactos asociados (como los del nivel del mar, el volumen de hielo glacial y la composición de la atmósfera y los océanos).
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.1;Construya un modelo de transcripción y traducción para explicar las funciones del ADN y el ARN que codifican proteínas que regulan y realizan funciones esenciales de la vida. Aclaraciones: Las proteínas que regulan y realizan funciones esenciales de la vida incluyen enzimas (que aceleran las reacciones químicas), proteínas estructurales (que proporcionan estructura y permiten el movimiento) y hormonas y receptores (que envían y reciben señales). El modelo debe mostrar la estructura bicatenaria del ADN, incluyendo genes como parte de la cadena transcrita de ADN, con bases complementarias en la cadena no transcrita. Límites de la evaluación del estado: No se esperan nombres específicos de proteínas ni pasos específicos de la transcripción y la traducción en la evaluación del estado. Las estructuras celulares incluidas en la transcripción y la traducción se limitarán al núcleo, la membrana nuclear y los ribosomas para la evaluación del estado.
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.2;"Desarrollar y usar un modelo para ilustrar las funciones clave de los sistemas corporales animales, incluyendo (a) digestión de alimentos, absorción de nutrientes y transporte a través del cuerpo; (b) intercambio de oxígeno y dióxido de carbono; (c) eliminación de desechos; y (d) regulación de los procesos corporales. Declaración aclaratoria: El énfasis está en la función primaria de los siguientes sistemas corporales (y estructuras): digestivo (boca, estómago, intestino delgado [vellosidades], intestino grueso, páncreas), respiratorio (pulmones [alvéolos], diafragma), circulatorio (corazón, venas, arterias, capilares), excretor (riñones, hígado, piel) y nervioso (neuronas, cerebro, médula espinal). Límite de evaluación del estado: No se esperan reacciones químicas en las células, detalles de estructuras particulares (como la estructura de la neurona) o la identificación de proteínas específicas en las células en la evaluación del estado."
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.3;Proporcionar evidencia de que la homeostasis mantiene las condiciones corporales internas a través de mecanismos de retroalimentación de todo el cuerpo y procesos celulares a pequeña escala. Aclaraciones: Los mecanismos de retroalimentación incluyen la promoción de un estímulo a través de retroalimentación positiva (p. ej., tejidos lesionados que liberan sustancias químicas en la sangre que activan las plaquetas para facilitar la coagulación sanguínea) y la inhibición del estímulo a través de retroalimentación negativa (p. ej., insulina que reduce la glucosa alta en sangre a niveles normales). Los procesos celulares incluyen (a) transporte pasivo y transporte activo de materiales a través de la membrana celular para mantener concentraciones específicas de agua y otros nutrientes en la célula y (b) el papel de los lisosomas en el reciclaje de desechos, macromoléculas y partes celulares en monómeros. Límite de evaluación del estado: No se esperan interacciones a nivel molecular (por ejemplo, cómo se produce la insulina) en la evaluación del estado.
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.4;Construya una explicación basada en evidencia de por qué el ciclo celular es necesario para el crecimiento, el mantenimiento y la reparación de los organismos multicelulares. Modele los principales eventos del ciclo celular, incluyendo (a) el crecimiento celular y la replicación del ADN, (b) la separación de cromosomas (mitosis) y (c) la separación del contenido celular. Límite de evaluación del estado: No se esperan mecanismos específicos de control genético ni detalles específicos de cada evento (p. ej., fases de la mitosis) en la evaluación del estado.
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.5;Utilice un modelo para ilustrar cómo la fotosíntesis utiliza la energía luminosa para transformar el agua y el dióxido de carbono en oxígeno y energía química almacenada en los enlaces de azúcares y otros carbohidratos. Aclaraciones: Se hace hincapié en ilustrar las entradas y salidas de materia, así como la transferencia y transformación de energía en la fotosíntesis por parte de las plantas y otros organismos fotosintetizadores. Ejemplos de modelos podrían incluir diagramas, ecuaciones químicas y modelos conceptuales. Límite de la evaluación del estado: No se esperan en la evaluación del estado los pasos bioquímicos específicos de las reacciones luminosas ni del ciclo de Calvin, ni las estructuras químicas de las moléculas.
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.6;Construya una explicación basada en la evidencia de que las moléculas orgánicas se componen principalmente de seis elementos, donde los átomos de carbono, hidrógeno y oxígeno pueden combinarse con nitrógeno, azufre y fósforo para formar monómeros que, a su vez, pueden combinarse para formar grandes macromoléculas basadas en carbono. Aclaraciones: Los monómeros incluyen aminoácidos, mono y disacáridos, nucleótidos y ácidos grasos. Las macromoléculas orgánicas incluyen proteínas, carbohidratos (polisacáridos), ácidos nucleicos y lípidos. Límite de la evaluación estatal: No se esperan detalles de reacciones químicas específicas ni la identificación de estructuras específicas de macromoléculas en la evaluación estatal.
 9-12;Biología;De las moléculas a los organismos: estructuras y procesos;HS.LS.1.7;Utilice un modelo para ilustrar que la respiración celular aeróbica es un proceso químico mediante el cual los enlaces de las moléculas de alimentos y las moléculas de oxígeno se rompen y se forman nuevos enlaces, lo que resulta en nuevos compuestos y una transferencia neta de energía. Aclaraciones: El énfasis está en la comprensión conceptual de las entradas y salidas del proceso de respiración celular aeróbica. Los ejemplos de modelos podrían incluir diagramas, ecuaciones químicas y modelos conceptuales. El modelo debe incluir el papel del ATP para la transferencia de energía en este proceso. Las moléculas de alimentos incluyen azúcares (carbohidratos), grasas (lípidos) y proteínas. Límite de evaluación del estado: No se espera la identificación de los pasos o procesos específicos involucrados en la respiración celular en la evaluación del estado.
 9-12;Biología;Ecosistemas: interacciones, energía y dinámica;HS.LS.2.1;Analizar conjuntos de datos para sustentar las explicaciones de que los factores bióticos y abióticos afectan la capacidad de carga de los ecosistemas. Aclaraciones: Ejemplos de factores bióticos podrían incluir las relaciones entre individuos (p. ej., relaciones alimentarias, simbiosis, competencia) y las enfermedades. Ejemplos de factores abióticos podrían incluir el clima y las condiciones meteorológicas, los desastres naturales y la disponibilidad de recursos. Los conjuntos de datos de ejemplo pueden derivarse de simulaciones o datos históricos.
