"dia","grado","asignatura","area","codigo","descricao"
148,"6º","Bíblia","Alfabetização Bíblica","6.BL.1.b","Posso resumir a afirmação de que a Bíblia é exclusivamente inspirada por Deus e autoritativa na vida do cristão."
149,"6º","Bíblia","Alfabetização Bíblica","6.BL.1.c","Posso resumir os conceitos-chave e temas de cada livro do Novo Testamento."
150,"6º","Bíblia","Alfabetização Bíblica","6.BL.1.c","Posso resumir os conceitos-chave e temas de cada livro do Novo Testamento."
151,"6º","Bíblia","Alfabetização Bíblica","6.BL.1.d","Posso comunicar os pontos principais do Evangelho e do plano de redenção de Deus."
152,"6º","Bíblia","Alfabetização Bíblica","6.BL.1.d","Posso comunicar os pontos principais do Evangelho e do plano de redenção de Deus."
153,"6º","Bíblia","Discernimento Espiritual","6.SD.2.a","Compreendo o pecado e posso identificá-lo em minha vida."
154,"6º","Bíblia","Discernimento Espiritual","6.SD.2.a","Compreendo o pecado e posso identificá-lo em minha vida."
155,"6º","Bíblia","Discernimento Espiritual","6.SD.2.b","Posso avaliar o custo de seguir a Cristo."
156,"6º","Bíblia","Discernimento Espiritual","6.SD.2.b","Posso avaliar o custo de seguir a Cristo."
157,"6º","Bíblia","Discernimento Espiritual","6.SD.2.c","Posso usar as Escrituras para orientar as escolhas da vida."
158,"6º","Bíblia","Discernimento Espiritual","6.SD.2.c","Posso usar as Escrituras para orientar as escolhas da vida."
159,"6º","Bíblia","Discernimento Espiritual","6.SD.2.d","Posso analisar conceitos bíblicos de estar quebrantado e restaurado espiritualmente."
160,"6º","Bíblia","Discernimento Espiritual","6.SD.2.d","Posso analisar conceitos bíblicos de estar quebrantado e restaurado espiritualmente."
161,"6º","Bíblia","Cosmovisão Bíblica","6.BW.3.a","Posso definir cosmovisão."
162,"6º","Bíblia","Cosmovisão Bíblica","6.BW.3.a","Posso definir cosmovisão."
163,"6º","Bíblia","Cosmovisão Bíblica","6.BW.3.b","Posso declarar minha cosmovisão básica."
164,"6º","Bíblia","Cosmovisão Bíblica","6.BW.3.b","Posso declarar minha cosmovisão básica."
165,"6º","Bíblia","Aplicação à Vida","6.LA.4.a","Posso discutir os princípios bíblicos do discipulado e crescimento na fé."
166,"6º","Bíblia","Aplicação à Vida","6.LA.4.a","Posso discutir os princípios bíblicos do discipulado e crescimento na fé."
167,"6º","Bíblia","Aplicação à Vida","6.LA.4.b","Posso refletir sobre a obra de Deus em mim e nos outros."
168,"6º","Bíblia","Aplicação à Vida","6.LA.4.b","Posso refletir sobre a obra de Deus em mim e nos outros."
169,"6º","Bíblia","Aplicação à Vida","6.LA.4.c","Posso identificar várias disciplinas espirituais e sua utilidade na vida de um cristão."
170,"6º","Bíblia","Aplicação à Vida","6.LA.4.c","Posso identificar várias disciplinas espirituais e sua utilidade na vida de um cristão."
171,"6º","Bíblia","Aplicação à Vida","6.LA.4.d","Posso memorizar versículos (1 Coríntios 15:3-4, Atos 2:42, Gálatas 2:20, Mateus 22:38-40) e posso articular seu significado e aplicação à minha vida."
172,"6º","Bíblia","Aplicação à Vida","6.LA.4.d","Posso memorizar versículos (1 Coríntios 15:3-4, Atos 2:42, Gálatas 2:20, Mateus 22:38-40) e posso articular seu significado e aplicação à minha vida."
173,"6º","Bíblia","Serviço Cristão","6.SC.5.a","Posso descrever as características de um servo cristão conforme definido pela Bíblia."
174,"6º","Bíblia","Serviço Cristão","6.SC.5.a","Posso descrever as características de um servo cristão conforme definido pela Bíblia."
175,"6º","Bíblia","Serviço Cristão","6.SC.5.b","Posso explicar como servir aos outros é necessário para ser um cristão saudável e em crescimento."
176,"6º","Bíblia","Serviço Cristão","6.SC.5.b","Posso explicar como servir aos outros é necessário para ser um cristão saudável e em crescimento."
177,"6º","Bíblia","Serviço Cristão","6.SC.5.c","Posso refletir sobre minha motivação para servir aos outros."
178,"6º","Bíblia","Serviço Cristão","6.SC.5.c","Posso refletir sobre minha motivação para servir aos outros."
179,"6º","Bíblia","Serviço Cristão","6.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
180,"6º","Bíblia","Serviço Cristão","6.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
1,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
2,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
3,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
4,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
5,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
6,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
7,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
8,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
9,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
10,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
11,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
12,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
13,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
14,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
15,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
16,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
17,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
18,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
19,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
20,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
21,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
22,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
23,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
24,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
25,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
26,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
27,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
28,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
29,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
30,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
31,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
32,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
33,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
34,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
35,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
36,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
37,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
38,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
39,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
40,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
41,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
42,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
43,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
44,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
45,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
46,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
47,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
48,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
49,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
50,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
51,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
52,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
53,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
54,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
55,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
56,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
57,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
58,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
59,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
60,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
61,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
62,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
63,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
64,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
65,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
66,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
67,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
68,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
69,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
70,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
71,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
72,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
73,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
74,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
75,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
76,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
77,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
78,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
79,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
80,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
81,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
82,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
83,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
84,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
85,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
86,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
87,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
88,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
89,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
90,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
91,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
92,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
93,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
94,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
95,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
96,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
97,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
98,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
99,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
100,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
101,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
102,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
103,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
104,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
105,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
106,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
107,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
108,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
109,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
110,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
111,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
112,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
113,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
114,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
115,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
116,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
117,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
118,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
119,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
120,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
121,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
122,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
123,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
124,"7º","Bíblia","Discernimento Espiritual","7.SD.2.a","Posso descrever a sabedoria bíblica em áreas-chave declaradas nos Provérbios."
125,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
126,"7º","Bíblia","Discernimento Espiritual","7.SD.2.b","Posso refletir sobre minha própria jornada da coerção ao conselho. (coerção - adesão baseada no medo à lei; pressão dos pares; medo de punição; conselho - conselho dos pais; contribuição dos professores; orientação do Espírito Santo; sistema de graça)."
127,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
128,"7º","Bíblia","Discernimento Espiritual","7.SD.2.c","Posso articular a diferença entre andar no Espírito e viver na carne."
129,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
130,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.a","Posso mostrar como a cosmovisão afeta a percepção e a tomada de decisão."
131,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
132,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.b","Posso articular os elementos básicos da cosmovisão cristã (criação, queda, redenção, verdade, valores, Deus, humanidade)."
133,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
134,"7º","Bíblia","Cosmovisão Bíblica","7.BW.3.c","Posso comparar cosmovisões transmitidas pela cultura e pela mídia."
135,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
136,"7º","Bíblia","Aplicação à Vida","7.LA.4.a","Posso identificar os elementos essenciais do caráter cristão forte (ex. fruto do Espírito)."
137,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
138,"7º","Bíblia","Aplicação à Vida","7.LA.4.b","Posso listar princípios de sabedoria baseados em exemplos de homens e mulheres sábios da Bíblia."
139,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
140,"7º","Bíblia","Aplicação à Vida","7.LA.4.c","Posso tabular consequências e recompensas na vida de celebridades contemporâneas."
141,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
142,"7º","Bíblia","Aplicação à Vida","7.LA.4.d","Posso avaliar meus pontos fortes e fracos de caráter pessoal nas áreas de sabedoria bíblica estudadas em classe."
143,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
144,"7º","Bíblia","Aplicação à Vida","7.LA.4.e","Posso memorizar versículos (1 João 2:11-12, Provérbios 1:7-9, 1 João 2:9-10, Salmos 68:5) e articular seu significado e aplicação à minha vida."
145,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
146,"7º","Bíblia","Serviço Cristão","7.SC.5.a","Posso discutir os princípios bíblicos da mordomia sábia."
147,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
148,"7º","Bíblia","Serviço Cristão","7.SC.5.b","Posso identificar pelo menos um dom ou talento que tenho e uma maneira pela qual esse dom poderia ser usado para servir aos outros."
149,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
150,"7º","Bíblia","Serviço Cristão","7.SC.5.c","Posso definir o termo "marginalizado" e nomear categorias de pessoas na Bíblia que se encaixariam nessa descrição."
151,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
152,"7º","Bíblia","Serviço Cristão","7.SC.5.d","Posso avaliar as barreiras pessoais ao serviço e a provisão de Deus para superá-las."
153,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
154,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.a","Posso distinguir a sabedoria de Deus da sabedoria humana e posso refletir sobre a presença ou ausência de sabedoria em minha própria vida."
155,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
156,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.b","Posso definir sabedoria como um conceito bíblico."
157,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
158,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.c","Posso nomear os livros que compõem a "literatura sapiencial" na Bíblia."
159,"7º","Bíblia","Alfabetização Bíblica","7.BL.1.d","Posso explicar a hermenêutica básica de como os Provérbios devem ser lidos e compreendidos."
